Image ID,Model,Object detected,Confidence
b'5340010485_edeaa88c83_z.jpg',yolo8,car,0.879389762878418
b'5340010485_edeaa88c83_z.jpg',yolo8,car,0.5082716345787048
b'14757587416_892a95bf77_z.jpg',aggregated,person,0.8919362425804138
b'14757587416_892a95bf77_z.jpg',aggregated,person,0.7388378381729126
b'14757587416_892a95bf77_z.jpg',aggregated,person,0.5024014711380005
b'14757587416_892a95bf77_z.jpg',aggregated,backpack,0.2621878683567047
b'14757587416_892a95bf77_z.jpg',yolo5,person,0.8919362425804138
b'14757587416_892a95bf77_z.jpg',yolo5,person,0.7388378381729126
b'14757587416_892a95bf77_z.jpg',yolo8,person,0.872287929058075
b'14757587416_892a95bf77_z.jpg',yolo8,person,0.5024014711380005
b'14757587416_892a95bf77_z.jpg',yolo8,backpack,0.2621878683567047
b'5381237016_f49e86b880_z.jpg',aggregated,dog,0.5694877505302429
b'5381237016_f49e86b880_z.jpg',aggregated,person,0.3110958933830261
b'5381237016_f49e86b880_z.jpg',aggregated,dog,0.7289311289787292
b'5381237016_f49e86b880_z.jpg',aggregated,person,0.26846468448638916
b'5381237016_f49e86b880_z.jpg',yolo5,dog,0.5694877505302429
b'5381237016_f49e86b880_z.jpg',yolo5,person,0.3110958933830261
b'5381237016_f49e86b880_z.jpg',yolo8,dog,0.7289311289787292
b'5381237016_f49e86b880_z.jpg',yolo8,person,0.26846468448638916
b'7248771448_66aab6455d_z.jpg',aggregated,handbag,0.30081725120544434
b'7248771448_66aab6455d_z.jpg',aggregated,person,0.28789472579956055
b'7248771448_66aab6455d_z.jpg',aggregated,person,0.3255878686904907
b'7248771448_66aab6455d_z.jpg',aggregated,dog,0.3075515329837799
b'7248771448_66aab6455d_z.jpg',yolo5,handbag,0.30081725120544434
b'7248771448_66aab6455d_z.jpg',yolo5,person,0.28789472579956055
b'7248771448_66aab6455d_z.jpg',yolo8,person,0.3255878686904907
b'7248771448_66aab6455d_z.jpg',yolo8,dog,0.3075515329837799
b'1908136167_cae3414e7e_z.jpg',aggregated,bicycle,0.47670382261276245
b'1908136167_cae3414e7e_z.jpg',aggregated,bicycle,0.4067363142967224
b'1908136167_cae3414e7e_z.jpg',aggregated,bicycle,0.38256484270095825
b'1908136167_cae3414e7e_z.jpg',aggregated,bicycle,0.2785922884941101
b'1908136167_cae3414e7e_z.jpg',yolo5,bicycle,0.47670382261276245
b'1908136167_cae3414e7e_z.jpg',yolo8,bicycle,0.4067363142967224
b'1908136167_cae3414e7e_z.jpg',yolo8,bicycle,0.38256484270095825
b'1908136167_cae3414e7e_z.jpg',yolo8,bicycle,0.2785922884941101
b'1908136167_cae3414e7e_z.jpg',yolo8,bicycle,0.2548346221446991
b'2667833832_bf9ddddac5_z.jpg',aggregated,potted plant,0.5745967030525208
b'2667833832_bf9ddddac5_z.jpg',aggregated,cat,0.9075150489807129
b'2667833832_bf9ddddac5_z.jpg',aggregated,potted plant,0.7977045774459839
b'2667833832_bf9ddddac5_z.jpg',yolo5,potted plant,0.5745967030525208
b'2667833832_bf9ddddac5_z.jpg',yolo8,cat,0.9075150489807129
b'2667833832_bf9ddddac5_z.jpg',yolo8,potted plant,0.7977045774459839
b'14265143426_0770389597_z.jpg',aggregated,person,0.6659399271011353
b'14265143426_0770389597_z.jpg',aggregated,person,0.782939076423645
b'14265143426_0770389597_z.jpg',aggregated,motorcycle,0.5611948370933533
b'14265143426_0770389597_z.jpg',aggregated,bench,0.48883527517318726
b'14265143426_0770389597_z.jpg',yolo5,person,0.6659399271011353
b'14265143426_0770389597_z.jpg',yolo8,person,0.782939076423645
b'14265143426_0770389597_z.jpg',yolo8,motorcycle,0.5611948370933533
b'14265143426_0770389597_z.jpg',yolo8,bench,0.48883527517318726
b'15235483580_08696e0988_z.jpg',aggregated,person,0.3760227859020233
b'15235483580_08696e0988_z.jpg',aggregated,person,0.7663145661354065
b'15235483580_08696e0988_z.jpg',aggregated,motorcycle,0.38087114691734314
b'15235483580_08696e0988_z.jpg',yolo5,person,0.3760227859020233
b'15235483580_08696e0988_z.jpg',yolo8,person,0.7663145661354065
b'15235483580_08696e0988_z.jpg',yolo8,motorcycle,0.38087114691734314
b'3844809782_aa1ce17781_z.jpg',aggregated,teddy bear,0.2613917887210846
b'3844809782_aa1ce17781_z.jpg',aggregated,cat,0.5622569918632507
b'3844809782_aa1ce17781_z.jpg',aggregated,cat,0.3456050753593445
b'3844809782_aa1ce17781_z.jpg',yolo5,teddy bear,0.2613917887210846
b'3844809782_aa1ce17781_z.jpg',yolo8,cat,0.5622569918632507
b'3844809782_aa1ce17781_z.jpg',yolo8,cat,0.3456050753593445
b'219320127_ff9873aaf5_z.jpg',aggregated,cat,0.8888212442398071
b'219320127_ff9873aaf5_z.jpg',yolo8,cat,0.8888212442398071
b'2177634493_51ca0597e2_z.jpg',aggregated,elephant,0.7220051288604736
b'2177634493_51ca0597e2_z.jpg',aggregated,elephant,0.3444122076034546
b'2177634493_51ca0597e2_z.jpg',yolo5,elephant,0.7220051288604736
b'2177634493_51ca0597e2_z.jpg',yolo8,elephant,0.3444122076034546
b'8572756223_94130c5e61_z.jpg',aggregated,person,0.9093787670135498
b'8572756223_94130c5e61_z.jpg',aggregated,person,0.8217646479606628
b'8572756223_94130c5e61_z.jpg',yolo5,person,0.7139556407928467
b'8572756223_94130c5e61_z.jpg',yolo8,person,0.9093787670135498
b'8572756223_94130c5e61_z.jpg',yolo8,person,0.8217646479606628
b'8773393046_236298c465_z.jpg',aggregated,person,0.5062705874443054
b'8773393046_236298c465_z.jpg',aggregated,person,0.3049710690975189
b'8773393046_236298c465_z.jpg',aggregated,person,0.26034289598464966
b'8773393046_236298c465_z.jpg',aggregated,person,0.4811374247074127
b'8773393046_236298c465_z.jpg',aggregated,person,0.36368000507354736
b'8773393046_236298c465_z.jpg',aggregated,person,0.30231574177742004
b'8773393046_236298c465_z.jpg',aggregated,person,0.3007394075393677
b'8773393046_236298c465_z.jpg',aggregated,person,0.2972944974899292
b'8773393046_236298c465_z.jpg',yolo5,person,0.3840290307998657
b'8773393046_236298c465_z.jpg',yolo5,person,0.3049710690975189
b'8773393046_236298c465_z.jpg',yolo5,person,0.26034289598464966
b'8773393046_236298c465_z.jpg',yolo8,person,0.5062705874443054
b'8773393046_236298c465_z.jpg',yolo8,person,0.4811374247074127
b'8773393046_236298c465_z.jpg',yolo8,person,0.36368000507354736
b'8773393046_236298c465_z.jpg',yolo8,person,0.30231574177742004
b'8773393046_236298c465_z.jpg',yolo8,person,0.3007394075393677
b'8773393046_236298c465_z.jpg',yolo8,person,0.2972944974899292
b'4597825116_8ec71a76cf_z.jpg',aggregated,car,0.8588908910751343
b'4597825116_8ec71a76cf_z.jpg',yolo8,car,0.8588908910751343
b'144429519_9567ff4044_z.jpg',aggregated,car,0.8573908805847168
b'144429519_9567ff4044_z.jpg',yolo5,truck,0.41035789251327515
b'144429519_9567ff4044_z.jpg',yolo8,car,0.8573908805847168
b'2883059364_a6ccfaf69a_z.jpg',aggregated,clock,0.2590591609477997
b'2883059364_a6ccfaf69a_z.jpg',aggregated,clock,0.38577908277511597
b'2883059364_a6ccfaf69a_z.jpg',aggregated,clock,0.3382692337036133
b'2883059364_a6ccfaf69a_z.jpg',yolo5,clock,0.2590591609477997
b'2883059364_a6ccfaf69a_z.jpg',yolo8,clock,0.38577908277511597
b'2883059364_a6ccfaf69a_z.jpg',yolo8,clock,0.3382692337036133
b'3844809782_aa1ce17781_z.jpg',aggregated,teddy bear,0.2613917887210846
b'3844809782_aa1ce17781_z.jpg',aggregated,cat,0.5622569918632507
b'3844809782_aa1ce17781_z.jpg',aggregated,cat,0.3456050753593445
b'3844809782_aa1ce17781_z.jpg',yolo5,teddy bear,0.2613917887210846
b'3844809782_aa1ce17781_z.jpg',yolo8,cat,0.5622569918632507
b'3844809782_aa1ce17781_z.jpg',yolo8,cat,0.3456050753593445
b'19577109682_a0282d8678_z.jpg',aggregated,truck,0.6836520433425903
b'19577109682_a0282d8678_z.jpg',aggregated,truck,0.792607843875885
b'19577109682_a0282d8678_z.jpg',aggregated,motorcycle,0.2793138325214386
b'19577109682_a0282d8678_z.jpg',aggregated,truck,0.7006246447563171
b'19577109682_a0282d8678_z.jpg',aggregated,potted plant,0.39637136459350586
b'19577109682_a0282d8678_z.jpg',yolo5,truck,0.6836520433425903
b'19577109682_a0282d8678_z.jpg',yolo5,truck,0.36316248774528503
b'19577109682_a0282d8678_z.jpg',yolo5,motorcycle,0.2793138325214386
b'19577109682_a0282d8678_z.jpg',yolo8,truck,0.792607843875885
b'19577109682_a0282d8678_z.jpg',yolo8,truck,0.7006246447563171
b'19577109682_a0282d8678_z.jpg',yolo8,potted plant,0.39637136459350586
b'1428837563_12ec867e05_z.jpg',aggregated,elephant,0.36337393522262573
b'1428837563_12ec867e05_z.jpg',aggregated,cat,0.2966494858264923
b'1428837563_12ec867e05_z.jpg',yolo8,elephant,0.36337393522262573
b'1428837563_12ec867e05_z.jpg',yolo8,cat,0.2966494858264923
b'17554656478_22dea58ed2_z.jpg',aggregated,truck,0.5570083856582642
b'17554656478_22dea58ed2_z.jpg',aggregated,truck,0.6147014498710632
b'17554656478_22dea58ed2_z.jpg',yolo5,truck,0.5570083856582642
b'17554656478_22dea58ed2_z.jpg',yolo8,truck,0.6147014498710632
b'14584923986_debd346d81_z.jpg',aggregated,elephant,0.3317171037197113
b'14584923986_debd346d81_z.jpg',aggregated,dog,0.6438477635383606
b'14584923986_debd346d81_z.jpg',yolo5,elephant,0.3317171037197113
b'14584923986_debd346d81_z.jpg',yolo8,dog,0.6438477635383606
b'14786765330_5d381d2451_z.jpg',aggregated,person,0.7654856443405151
b'14786765330_5d381d2451_z.jpg',aggregated,car,0.5032501816749573
b'14786765330_5d381d2451_z.jpg',aggregated,person,0.45961886644363403
b'14786765330_5d381d2451_z.jpg',aggregated,person,0.28190621733665466
b'14786765330_5d381d2451_z.jpg',aggregated,person,0.740807056427002
b'14786765330_5d381d2451_z.jpg',aggregated,car,0.7318522930145264
b'14786765330_5d381d2451_z.jpg',aggregated,person,0.7254760265350342
b'14786765330_5d381d2451_z.jpg',aggregated,person,0.5890476107597351
b'14786765330_5d381d2451_z.jpg',aggregated,person,0.5393193364143372
b'14786765330_5d381d2451_z.jpg',aggregated,person,0.2724175453186035
b'14786765330_5d381d2451_z.jpg',yolo5,person,0.6907267570495605
b'14786765330_5d381d2451_z.jpg',yolo5,car,0.5032501816749573
b'14786765330_5d381d2451_z.jpg',yolo5,person,0.45961886644363403
b'14786765330_5d381d2451_z.jpg',yolo5,person,0.28190621733665466
b'14786765330_5d381d2451_z.jpg',yolo8,person,0.7654856443405151
b'14786765330_5d381d2451_z.jpg',yolo8,person,0.740807056427002
b'14786765330_5d381d2451_z.jpg',yolo8,car,0.7318522930145264
b'14786765330_5d381d2451_z.jpg',yolo8,person,0.7254760265350342
b'14786765330_5d381d2451_z.jpg',yolo8,person,0.5890476107597351
b'14786765330_5d381d2451_z.jpg',yolo8,person,0.5393193364143372
b'14786765330_5d381d2451_z.jpg',yolo8,person,0.4336279034614563
b'14786765330_5d381d2451_z.jpg',yolo8,car,0.35393548011779785
b'14786765330_5d381d2451_z.jpg',yolo8,person,0.2724175453186035
b'6771874127_f8f380b3cb_z.jpg',aggregated,person,0.44980761408805847
b'6771874127_f8f380b3cb_z.jpg',aggregated,motorcycle,0.3305020034313202
b'6771874127_f8f380b3cb_z.jpg',yolo8,person,0.44980761408805847
b'6771874127_f8f380b3cb_z.jpg',yolo8,motorcycle,0.3305020034313202
b'11132512636_ebb3a6a070_z.jpg',aggregated,person,0.6220693588256836
b'11132512636_ebb3a6a070_z.jpg',aggregated,person,0.4261194169521332
b'11132512636_ebb3a6a070_z.jpg',aggregated,person,0.3658849596977234
b'11132512636_ebb3a6a070_z.jpg',aggregated,person,0.5296909213066101
b'11132512636_ebb3a6a070_z.jpg',aggregated,person,0.6579445004463196
b'11132512636_ebb3a6a070_z.jpg',aggregated,person,0.49033236503601074
b'11132512636_ebb3a6a070_z.jpg',aggregated,umbrella,0.29999423027038574
b'11132512636_ebb3a6a070_z.jpg',aggregated,tie,0.2808411121368408
b'11132512636_ebb3a6a070_z.jpg',yolo5,person,0.5676450133323669
b'11132512636_ebb3a6a070_z.jpg',yolo5,person,0.4261194169521332
b'11132512636_ebb3a6a070_z.jpg',yolo5,person,0.3658849596977234
b'11132512636_ebb3a6a070_z.jpg',yolo5,person,0.33354702591896057
b'11132512636_ebb3a6a070_z.jpg',yolo8,person,0.6579445004463196
b'11132512636_ebb3a6a070_z.jpg',yolo8,person,0.6220693588256836
b'11132512636_ebb3a6a070_z.jpg',yolo8,person,0.5296909213066101
b'11132512636_ebb3a6a070_z.jpg',yolo8,person,0.49033236503601074
b'11132512636_ebb3a6a070_z.jpg',yolo8,umbrella,0.29999423027038574
b'11132512636_ebb3a6a070_z.jpg',yolo8,tie,0.2808411121368408
b'6431185703_6c72dd7b5e_z.jpg',aggregated,person,0.3330122232437134
b'6431185703_6c72dd7b5e_z.jpg',aggregated,person,0.5303791165351868
b'6431185703_6c72dd7b5e_z.jpg',aggregated,person,0.44691744446754456
b'6431185703_6c72dd7b5e_z.jpg',aggregated,person,0.39620161056518555
b'6431185703_6c72dd7b5e_z.jpg',aggregated,person,0.3453526496887207
b'6431185703_6c72dd7b5e_z.jpg',aggregated,person,0.31418225169181824
b'6431185703_6c72dd7b5e_z.jpg',aggregated,person,0.2504028081893921
b'6431185703_6c72dd7b5e_z.jpg',yolo5,person,0.25743603706359863
b'6431185703_6c72dd7b5e_z.jpg',yolo8,person,0.5303791165351868
b'6431185703_6c72dd7b5e_z.jpg',yolo8,person,0.44691744446754456
b'6431185703_6c72dd7b5e_z.jpg',yolo8,person,0.39620161056518555
b'6431185703_6c72dd7b5e_z.jpg',yolo8,person,0.3453526496887207
b'6431185703_6c72dd7b5e_z.jpg',yolo8,person,0.3330122232437134
b'6431185703_6c72dd7b5e_z.jpg',yolo8,person,0.31418225169181824
b'6431185703_6c72dd7b5e_z.jpg',yolo8,person,0.2504028081893921
b'8562326627_1a68052e58_z.jpg',aggregated,person,0.5796688199043274
b'8562326627_1a68052e58_z.jpg',yolo8,person,0.5796688199043274
b'2787764752_0277f5bbb2_z.jpg',aggregated,bear,0.6930030584335327
b'2787764752_0277f5bbb2_z.jpg',yolo5,bear,0.6855748295783997
b'2787764752_0277f5bbb2_z.jpg',yolo8,bear,0.6930030584335327
b'8744937858_81c17befae_z.jpg',aggregated,person,0.6501103043556213
b'8744937858_81c17befae_z.jpg',aggregated,person,0.8750808238983154
b'8744937858_81c17befae_z.jpg',yolo5,person,0.6501103043556213
b'8744937858_81c17befae_z.jpg',yolo8,person,0.8750808238983154
b'2167290248_1ac3cbd890_z.jpg',aggregated,bear,0.7357429265975952
b'2167290248_1ac3cbd890_z.jpg',yolo8,bear,0.7357429265975952
b'6238072987_89f2925563_z.jpg',aggregated,bear,0.621444821357727
b'6238072987_89f2925563_z.jpg',aggregated,dog,0.7838112115859985
b'6238072987_89f2925563_z.jpg',yolo5,bear,0.621444821357727
b'6238072987_89f2925563_z.jpg',yolo8,dog,0.7838112115859985
b'9157606630_2ef852a3ee_z.jpg',aggregated,person,0.8109453320503235
b'9157606630_2ef852a3ee_z.jpg',aggregated,bicycle,0.7721934914588928
b'9157606630_2ef852a3ee_z.jpg',aggregated,person,0.574475884437561
b'9157606630_2ef852a3ee_z.jpg',aggregated,person,0.4322498142719269
b'9157606630_2ef852a3ee_z.jpg',aggregated,person,0.38053375482559204
b'9157606630_2ef852a3ee_z.jpg',aggregated,person,0.36881697177886963
b'9157606630_2ef852a3ee_z.jpg',aggregated,person,0.3519655168056488
b'9157606630_2ef852a3ee_z.jpg',aggregated,person,0.2952080965042114
b'9157606630_2ef852a3ee_z.jpg',yolo5,person,0.7310478687286377
b'9157606630_2ef852a3ee_z.jpg',yolo8,person,0.8109453320503235
b'9157606630_2ef852a3ee_z.jpg',yolo8,bicycle,0.7721934914588928
b'9157606630_2ef852a3ee_z.jpg',yolo8,person,0.574475884437561
b'9157606630_2ef852a3ee_z.jpg',yolo8,person,0.4322498142719269
b'9157606630_2ef852a3ee_z.jpg',yolo8,person,0.38053375482559204
b'9157606630_2ef852a3ee_z.jpg',yolo8,person,0.36881697177886963
b'9157606630_2ef852a3ee_z.jpg',yolo8,person,0.3519655168056488
b'9157606630_2ef852a3ee_z.jpg',yolo8,person,0.2952080965042114
b'3607850542_a3577913d7_z.jpg',aggregated,cat,0.7410209774971008
b'3607850542_a3577913d7_z.jpg',yolo8,cat,0.7410209774971008
b'5506132265_d6d43548eb_z.jpg',aggregated,bicycle,0.42229124903678894
b'5506132265_d6d43548eb_z.jpg',aggregated,bicycle,0.3352668881416321
b'5506132265_d6d43548eb_z.jpg',yolo8,bicycle,0.42229124903678894
b'5506132265_d6d43548eb_z.jpg',yolo8,bicycle,0.3352668881416321
b'506974894_b74672813b_z.jpg',aggregated,dog,0.5392221212387085
b'506974894_b74672813b_z.jpg',aggregated,dog,0.4719620943069458
b'506974894_b74672813b_z.jpg',aggregated,elephant,0.26586484909057617
b'506974894_b74672813b_z.jpg',yolo8,dog,0.5392221212387085
b'506974894_b74672813b_z.jpg',yolo8,dog,0.4719620943069458
b'506974894_b74672813b_z.jpg',yolo8,elephant,0.26586484909057617
b'5048937296_7c707f1d71_z.jpg',aggregated,cat,0.2909628748893738
b'5048937296_7c707f1d71_z.jpg',aggregated,person,0.7316067814826965
b'5048937296_7c707f1d71_z.jpg',aggregated,laptop,0.250623494386673
b'5048937296_7c707f1d71_z.jpg',aggregated,cat,0.8612942695617676
b'5048937296_7c707f1d71_z.jpg',aggregated,tv,0.6707891821861267
b'5048937296_7c707f1d71_z.jpg',yolo5,cat,0.2909628748893738
b'5048937296_7c707f1d71_z.jpg',yolo5,person,0.2745961546897888
b'5048937296_7c707f1d71_z.jpg',yolo5,laptop,0.250623494386673
b'5048937296_7c707f1d71_z.jpg',yolo8,cat,0.8612942695617676
b'5048937296_7c707f1d71_z.jpg',yolo8,person,0.7316067814826965
b'5048937296_7c707f1d71_z.jpg',yolo8,tv,0.6707891821861267
b'7248771448_66aab6455d_z.jpg',aggregated,handbag,0.30081725120544434
b'7248771448_66aab6455d_z.jpg',aggregated,person,0.28789472579956055
b'7248771448_66aab6455d_z.jpg',aggregated,person,0.3255878686904907
b'7248771448_66aab6455d_z.jpg',aggregated,dog,0.3075515329837799
b'7248771448_66aab6455d_z.jpg',yolo5,handbag,0.30081725120544434
b'7248771448_66aab6455d_z.jpg',yolo5,person,0.28789472579956055
b'7248771448_66aab6455d_z.jpg',yolo8,person,0.3255878686904907
b'7248771448_66aab6455d_z.jpg',yolo8,dog,0.3075515329837799
b'4730790029_bdc24fcb8c_z.jpg',aggregated,bear,0.5780420899391174
b'4730790029_bdc24fcb8c_z.jpg',aggregated,cat,0.6259971261024475
b'4730790029_bdc24fcb8c_z.jpg',yolo5,bear,0.5780420899391174
b'4730790029_bdc24fcb8c_z.jpg',yolo8,cat,0.6259971261024475
b'4444608672_0fa9174b62_z.jpg',aggregated,elephant,0.4706687331199646
b'4444608672_0fa9174b62_z.jpg',aggregated,dog,0.5306937098503113
b'4444608672_0fa9174b62_z.jpg',yolo5,elephant,0.4706687331199646
b'4444608672_0fa9174b62_z.jpg',yolo8,dog,0.5306937098503113
b'5971377496_abc7d794c7_z.jpg',aggregated,person,0.8613211512565613
b'5971377496_abc7d794c7_z.jpg',aggregated,bicycle,0.44164222478866577
b'5971377496_abc7d794c7_z.jpg',aggregated,person,0.8719666600227356
b'5971377496_abc7d794c7_z.jpg',aggregated,bicycle,0.7804310321807861
b'5971377496_abc7d794c7_z.jpg',yolo5,person,0.8613211512565613
b'5971377496_abc7d794c7_z.jpg',yolo5,bicycle,0.44164222478866577
b'5971377496_abc7d794c7_z.jpg',yolo8,person,0.8719666600227356
b'5971377496_abc7d794c7_z.jpg',yolo8,bicycle,0.7804310321807861
b'5540859766_5596c9c59e_z.jpg',aggregated,tie,0.42125025391578674
b'5540859766_5596c9c59e_z.jpg',aggregated,person,0.2655586302280426
b'5540859766_5596c9c59e_z.jpg',aggregated,person,0.8754368424415588
b'5540859766_5596c9c59e_z.jpg',yolo5,tie,0.28051331639289856
b'5540859766_5596c9c59e_z.jpg',yolo5,person,0.2655586302280426
b'5540859766_5596c9c59e_z.jpg',yolo8,person,0.8754368424415588
b'5540859766_5596c9c59e_z.jpg',yolo8,tie,0.42125025391578674
b'2767937261_724bce0179_z.jpg',aggregated,person,0.9431852102279663
b'2767937261_724bce0179_z.jpg',yolo5,person,0.6596311926841736
b'2767937261_724bce0179_z.jpg',yolo8,person,0.9431852102279663
b'15589191923_99889a9f83_z.jpg',aggregated,elephant,0.2867237627506256
b'15589191923_99889a9f83_z.jpg',aggregated,cat,0.6589963436126709
b'15589191923_99889a9f83_z.jpg',yolo5,elephant,0.2867237627506256
b'15589191923_99889a9f83_z.jpg',yolo8,cat,0.6589963436126709
b'104222040_c20f16bbc0_z.jpg',aggregated,bed,0.25342634320259094
b'104222040_c20f16bbc0_z.jpg',aggregated,person,0.2533230781555176
b'104222040_c20f16bbc0_z.jpg',yolo8,bed,0.25342634320259094
b'104222040_c20f16bbc0_z.jpg',yolo8,person,0.2533230781555176
b'8773393046_236298c465_z.jpg',aggregated,person,0.5062705874443054
b'8773393046_236298c465_z.jpg',aggregated,person,0.3049710690975189
b'8773393046_236298c465_z.jpg',aggregated,person,0.26034289598464966
b'8773393046_236298c465_z.jpg',aggregated,person,0.4811374247074127
b'8773393046_236298c465_z.jpg',aggregated,person,0.36368000507354736
b'8773393046_236298c465_z.jpg',aggregated,person,0.30231574177742004
b'8773393046_236298c465_z.jpg',aggregated,person,0.3007394075393677
b'8773393046_236298c465_z.jpg',aggregated,person,0.2972944974899292
b'8773393046_236298c465_z.jpg',yolo5,person,0.3840290307998657
b'8773393046_236298c465_z.jpg',yolo5,person,0.3049710690975189
b'8773393046_236298c465_z.jpg',yolo5,person,0.26034289598464966
b'8773393046_236298c465_z.jpg',yolo8,person,0.5062705874443054
b'8773393046_236298c465_z.jpg',yolo8,person,0.4811374247074127
b'8773393046_236298c465_z.jpg',yolo8,person,0.36368000507354736
b'8773393046_236298c465_z.jpg',yolo8,person,0.30231574177742004
b'8773393046_236298c465_z.jpg',yolo8,person,0.3007394075393677
b'8773393046_236298c465_z.jpg',yolo8,person,0.2972944974899292
b'4728907141_f9e5aa4bce_z.jpg',aggregated,person,0.7236039638519287
b'4728907141_f9e5aa4bce_z.jpg',aggregated,person,0.5840970277786255
b'4728907141_f9e5aa4bce_z.jpg',aggregated,person,0.6991876363754272
b'4728907141_f9e5aa4bce_z.jpg',aggregated,chair,0.27417460083961487
b'4728907141_f9e5aa4bce_z.jpg',aggregated,person,0.8996353149414062
b'4728907141_f9e5aa4bce_z.jpg',aggregated,person,0.8288964629173279
b'4728907141_f9e5aa4bce_z.jpg',yolo5,person,0.7236039638519287
b'4728907141_f9e5aa4bce_z.jpg',yolo5,person,0.5840970277786255
b'4728907141_f9e5aa4bce_z.jpg',yolo5,person,0.4590446650981903
b'4728907141_f9e5aa4bce_z.jpg',yolo5,chair,0.27417460083961487
b'4728907141_f9e5aa4bce_z.jpg',yolo8,person,0.8996353149414062
b'4728907141_f9e5aa4bce_z.jpg',yolo8,person,0.8288964629173279
b'4728907141_f9e5aa4bce_z.jpg',yolo8,person,0.6991876363754272
b'3462334590_2b8f39c540_z.jpg',aggregated,dog,0.9082713723182678
b'3462334590_2b8f39c540_z.jpg',aggregated,person,0.8579596877098083
b'3462334590_2b8f39c540_z.jpg',aggregated,chair,0.5901296138763428
b'3462334590_2b8f39c540_z.jpg',aggregated,person,0.5332939624786377
b'3462334590_2b8f39c540_z.jpg',aggregated,person,0.4267362058162689
