Image ID,Response time,correctly_detect,true_class
224422461_dddd4c8e99_z.jpg,e9801a66-805f-4465-aad5-5181ddffedbb,0.4161238670349121,1,bicycle
6102395478_8c004e1142_z.jpg,414b1bfc-989f-4b84-af39-797edc029eef,0.4170529842376709,0,bicycle
16850385890_8105762655_z.jpg,40bc311d-01a7-4455-85df-c6ec8fb0d207,0.3733372688293457,0,person
15490190390_d64fe16141_z.jpg,54034b18-481e-4ebf-941e-a2a4d2a4dcd6,0.37357592582702637,1,car
19030996840_1fbbb14eeb_z.jpg,336ff872-ca39-40fb-845b-a09bee9e9fc0,0.5433244705200195,1,dog
234597792_a9f1e7e7a9_z.jpg,471d9ab0-9273-48e3-99cb-7fbe2614d3b6,0.3839383125305176,0,bicycle
438887381_0a2a4e97e4_z.jpg,c852f0ad-cffe-42a0-8d40-a6da11c2d9ff,0.3575737476348877,1,cat
8343384446_ebe3bc86ce_z.jpg,02a936e3-9496-4ff4-a73d-0c93a7d478e0,0.5594151020050049,1,dog
4370423313_49f3722e85_z.jpg,4cd16acd-d987-4b10-8e5e-421d44bca2f5,0.4122583866119385,1,car
4901520304_aa5c10705e_z.jpg,11ce408d-2854-4f8c-8ab7-e07c76aaac18,0.413590669631958,1,person
6141562070_11880edf2e_z.jpg,798827e9-0e47-489b-afa2-1cc8bf4febd2,0.3572056293487549,0,bicycle
5290576324_881daf8265_z.jpg,7754c30f-d15c-43ab-b104-54e49c4d3109,0.4253413677215576,1,dog
2166320847_63a04a9303_z.jpg,d90ab917-2df7-4924-b2e7-06942145d4bb,0.3688955307006836,0,car
2179537346_d695661bbc_z.jpg,193f6e73-7dfa-4ab5-916d-f2d5f1c517f0,0.36858654022216797,0,bicycle
3607850542_a3577913d7_z.jpg,da7cb9d9-abad-40c1-a53a-4784d0dd33f7,0.4289875030517578,1,cat
19299023856_077e45c472_z.jpg,586515f3-d222-4102-90f8-ecba158bee25,0.3480679988861084,1,car
14507981482_c50d893620_z.jpg,46b5a761-02ee-400a-9e01-b39a6c9949e9,0.4793579578399658,1,person
2861862980_8aab1934f0_z.jpg,9ff486bf-ec12-455f-b2aa-cd0bad46d0d4,0.4183158874511719,1,cat
14811525368_d8b774e40a_z.jpg,1bcae37c-43ca-48bf-97eb-06540ff790e3,0.3857390880584717,1,bicycle
3291298501_9a8eed3fa0_z.jpg,0e76b8d5-0fa0-4cb4-bbd4-a53f85f88c4b,0.3466145992279053,1,dog
16789366715_633121f7bb_z.jpg,2947c883-5e8f-44b0-8b6d-653a13310c73,0.41481781005859375,1,person
2534669669_0c1d10c3e6_z.jpg,527790df-bf11-408d-843b-5b7edc85e05e,0.4040350914001465,1,person
3462334590_2b8f39c540_z.jpg,d1315648-bcd6-40d7-921d-5ffdf90a7aed,0.4720442295074463,1,dog
2167290248_1ac3cbd890_z.jpg,3a7440d9-d7b7-4467-ace5-d8ed5bf36e8e,0.4169504642486572,0,dog
15543230406_71c5a59208_z.jpg,7b24779f-d950-4145-92f7-32ed864f7b1d,0.4105112552642822,1,person
31792151_e1e4c47427_z.jpg,6e5a0a77-1752-42d7-8ab7-3758c6c13ac1,0.3659679889678955,1,cat
5484042252_37ce385b5f_z.jpg,484895a0-28ec-4455-8ce4-718632f27c94,0.4267706871032715,1,car
6097504753_2971a9eaa6_z.jpg,eb42b603-7424-4c13-a90a-c29a245ccee5,0.404066801071167,1,car
3676100181_dc21ca177f_z.jpg,68f219fd-5f26-41d8-8494-8101458fca43,0.4072251319885254,1,dog
3895919953_9ba2530425_z.jpg,afaebd57-c974-44d2-a299-6bd09203707c,0.36918163299560547,1,cat
3679100484_a8e3044e55_z.jpg,22c156fb-187f-4f0d-a9b1-acdb673332be,0.40296053886413574,1,car
5290576324_881daf8265_z.jpg,0a1c944e-2ef3-4ff8-8108-1b663929d370,0.4044065475463867,1,dog
2215395014_24a2f8184c_z.jpg,23115361-7655-46f3-ad11-e30338651cb1,0.4291839599609375,0,cat
5589760101_cf3ec6080e_z.jpg,5a19d110-8dd6-436e-b827-a360243339e1,0.36745452880859375,1,dog
2136213674_4e484d88e3_z.jpg,ec506c49-bf3e-4073-9310-58e251f06faf,0.41814088821411133,1,bicycle
3197300261_4e5e9c5e3e_z.jpg,1a68ec23-de02-4958-86a8-eb49753eac7e,0.5527536869049072,1,dog
16679943419_b0fd9b6858_z.jpg,217be4ac-8bd5-4c3b-aec2-452cf8e91a0f,0.367809534072876,1,bicycle
4163439575_7c6a260e8e_z.jpg,005b1b73-90c3-4093-ac03-db95c5b8c863,0.4540393352508545,1,dog
5402229494_570e48f7f9_z.jpg,f2c599fc-6aea-44e3-9fc2-453b615d3939,0.37549686431884766,1,bicycle
2522213440_edbcb5ba05_z.jpg,dd5b2662-a367-47f2-9184-1b08d7a01c17,0.34772157669067383,1,person
16107639462_07e2d4455d_z.jpg,1e117eab-8020-4161-ac38-b7397ce69fc2,0.3636283874511719,1,dog
11132512636_ebb3a6a070_z.jpg,065da751-1d1b-46a1-820c-1f5dab73fd56,0.3693230152130127,1,person
8526465743_29a9320d16_z.jpg,a7d1446a-26ae-4349-96f0-051928574b52,0.5173888206481934,1,cat
5490854064_57151abb4f_z.jpg,4b4245a6-f7d7-453e-a214-18d3309fbbcc,0.4044492244720459,0,car
3595778703_d3bec2f74e_z.jpg,dded4633-9c97-4d3e-8146-3aa698e91466,0.41722989082336426,0,car
12570366253_52905ec5a1_z.jpg,c46c5960-2a2e-4328-930a-e55d604ee123,0.3984534740447998,1,cat
3607850542_a3577913d7_z.jpg,c437912f-ef7d-4288-932c-a1ec27aa7ab8,0.410355806350708,1,cat
432591931_4789d0f0f1_z.jpg,05ec88cd-c531-4f9d-bb4f-6c150f31102d,0.39664649963378906,1,car
4728907141_f9e5aa4bce_z.jpg,a3cc0401-46f9-47ba-afd9-e0bff1b6dd01,0.39369654655456543,1,person
18285977255_534ec8e749_z.jpg,c19ddfb4-10bc-424a-8a3c-d98c8374463b,0.3736424446105957,0,cat
7685782426_d3615820e9_z.jpg,a5563e5f-df74-49db-99e5-8541bc56c94d,0.3641519546508789,1,cat
11132512636_ebb3a6a070_z.jpg,8dd7239a-e005-415d-a11f-dbb6b8cf81ac,0.3656046390533447,1,person
4231227841_3821544fe1_z.jpg,46bea442-e2d7-4009-a63d-e454237cf676,0.5210833549499512,1,dog
14711690133_019fe56eb5_z.jpg,139f1833-b7e8-4fa8-8d38-48ee486001a2,0.37637996673583984,1,cat
3666190087_ca2fb0d709_z.jpg,7becbf0b-d7a6-4108-b899-7d6c835e7813,0.39909982681274414,1,bicycle
4479906928_4ab0604d1c_z.jpg,9dc86c75-6ffa-4efb-8407-6050cc21caf4,0.39224720001220703,1,person
1444579876_8c02edf580_z.jpg,854c0f9b-4057-47d3-bd79-64dbc6c4f8f7,0.4349839687347412,1,person
189076128_ee6f694a30_z.jpg,409cd8ad-33e1-4e83-a774-79c7ee9162a1,0.3768749237060547,1,person
15235483580_08696e0988_z.jpg,c2562956-30fe-41fd-bc60-9d52a519e055,0.3677077293395996,0,bicycle
268134569_0cea602ccb_z.jpg,5ef74b24-1527-4714-8c7f-3f319c31a468,0.3921034336090088,1,person
5490854064_57151abb4f_z.jpg,709b886a-4e4a-40b0-8cec-56217d100f1a,0.41889142990112305,0,car
8538565946_199e28b584_z.jpg,be773d09-7750-481c-b76b-5146fed176c2,0.5325202941894531,1,person
3195432512_d0a96b2967_z.jpg,6ccca272-12ab-42ed-8476-0dad33754070,0.38153886795043945,1,person
16658372825_affc436763_z.jpg,e56344bc-ac97-4dd8-9a02-ddb866d5fbd9,0.3253493309020996,1,person
750912399_32f415ecb1_z.jpg,cace2267-05ee-4ba1-8495-ae30fee53ce7,0.39359593391418457,1,car
15490190390_d64fe16141_z.jpg,0cdcf714-d95b-4803-8423-06c90c3a435d,0.36591529846191406,1,car
80536950_5993089209_z.jpg,968cebb1-3cb9-466d-821d-b64fda145d66,0.3969120979309082,1,cat
20646999908_c3400d3ef6_z.jpg,5526746f-a7b9-447f-aa8a-c3526560807b,0.4411756992340088,1,dog
1570513225_265b529538_z.jpg,80c4a929-fd6f-488c-a784-0809c3859d8b,0.37676334381103516,1,cat
201365540_d1af73d7cd_z.jpg,207923c8-6fcc-400c-92b8-ce3f8255f258,0.42136669158935547,1,person
16850385890_8105762655_z.jpg,49762a1a-8cef-4b29-8201-5eb47e1b7e45,0.37547802925109863,0,person
2746929519_3599d54cfb_z.jpg,51711b14-7142-4de4-aa6a-de09cf6a95d1,0.4046492576599121,1,bicycle
7675033952_b3caa0dd37_z.jpg,76c883cc-2478-44ea-82a2-38e6f78136ff,0.41322875022888184,1,bicycle
342659307_d5d9d36af5_z.jpg,fa67cded-3a3c-47ce-b7c1-021381732dc1,0.27724719047546387,1,car
14507981482_c50d893620_z.jpg,0f780b3f-50ea-44d6-a516-99bca1afb997,0.44351863861083984,1,person
4467873253_2ce7540d62_z.jpg,5396c533-bbaf-4970-88c7-2a2a0d954a7f,0.3574044704437256,1,dog
342659307_d5d9d36af5_z.jpg,b5ec4346-c4ff-4bf6-8329-ae8a2cf302d7,0.26404309272766113,1,car
2370036280_507a07c953_z.jpg,21c29c96-9466-4eed-905a-3340aa76ac5b,0.3683497905731201,1,car
19299023856_077e45c472_z.jpg,6a4bdb44-57ab-4f28-890d-78291ecfc5a7,0.3616297245025635,1,car
4991188769_8642331e2c_z.jpg,3869e7d5-a384-477e-bd86-b8a5e80f5284,0.37713074684143066,1,cat
219320127_ff9873aaf5_z.jpg,ec3ef797-9a73-4f4c-8513-5efcf5a23f23,0.4211387634277344,1,cat
33580840_a67c2b796a_z.jpg,51d83bd7-84cc-44b5-a922-6841306632c7,0.41474103927612305,1,cat
18285977255_534ec8e749_z.jpg,adba2a25-0fdd-4532-b760-895029f19d91,0.35088562965393066,0,cat
6076857457_7a06e6ab35_z.jpg,cd072086-8937-4fb4-81d7-f23fc167ebd3,0.41676926612854004,1,bicycle
31792151_e1e4c47427_z.jpg,9019a701-a500-4b43-85a0-f49882e7278f,0.35782527923583984,1,cat
6431153899_9ac59a36b4_z.jpg,5b35d341-d3dd-47c4-9248-f812b82360b5,0.41724514961242676,1,car
5333910985_ea4e62f651_z.jpg,f516ba73-5106-4514-a543-37810b6f799d,0.4091463088989258,1,car
3157735385_c9e7580f03_z.jpg,eec36dbb-ce79-4c62-9b2f-6a77aeb4617e,0.40396738052368164,1,car
5336089950_d2f4618519_z.jpg,183d0a9e-8e5b-47a2-983d-d5ae9e58c5e7,0.3117375373840332,0,car
6924362656_d86bedc2e4_z.jpg,83869746-799e-4b7b-8a19-0d1b5b802290,0.41796445846557617,1,cat
449567850_48a3c60a6f_z.jpg,d037f619-d71c-4baa-a45f-9f2152a6604d,0.33743977546691895,1,cat
2258982401_762044a41d_z.jpg,4555597d-92bd-47a8-8654-66167e616247,0.41566896438598633,1,bicycle
9057859369_5a432fdfe1_z.jpg,9219f32b-ae2e-4a7e-940d-982068e3d77f,0.3566274642944336,1,car
677743874_168dcb5ed1_z.jpg,7646c5aa-531b-4d73-be9c-c63018f1c604,0.3701591491699219,1,dog
16954781749_4c32123444_z.jpg,46c2e23a-5e6d-4ab0-97e6-1fcde60acfec,0.3707895278930664,1,person
5816846412_7b6fa97da0_z.jpg,db529b20-858a-435c-b5f3-f371d135cab3,0.36568331718444824,1,bicycle
8730902798_bfe9360f4e_z.jpg,d7ffbe49-9b82-42a6-aa74-7b5904782c60,0.41709446907043457,0,dog
422908475_7be8fe7338_z.jpg,c7cf4d2d-4cde-433f-98e6-276e44c4c72d,0.47838521003723145,1,cat
6111783458_61cc1f0f88_z.jpg,aeca56a0-1abc-445c-a0f5-dbe5c1aeb2bb,0.369384765625,1,person
19474810921_d2f23de0fc_z.jpg,fe5446d9-e9f8-4d63-996c-a3625868e3ef,0.4041306972503662,0,bicycle
2433290346_8482cac895_z.jpg,70c6b602-1b38-4277-a630-e501f9cf9a8f,0.3780808448791504,0,car
5540859766_5596c9c59e_z.jpg,4e6a3840-d852-4704-a3eb-c13cbbb851ec,0.446136474609375,1,person
19030996840_1fbbb14eeb_z.jpg,c38e34d5-d986-4585-934a-dafa6acffee2,0.5582163333892822,1,dog
5549228224_a42f7d5300_z.jpg,d6adbfd6-4e68-4535-a7ef-5e691fb48dfa,0.3579139709472656,0,cat
8289650934_506c73242a_z.jpg,fa018a7d-63ac-4860-b5fe-6391401baab2,0.5293066501617432,1,bicycle
15038212434_9e0e575008_z.jpg,c87941dd-eae2-4264-a082-3a6cf9e42222,0.5424153804779053,0,car
3283350420_d2b4b8fef3_z.jpg,fb46aa37-26d3-4047-90b3-d1e19105f292,0.3866567611694336,1,cat
4122228889_3b69997e0c_z.jpg,35813b7e-a681-4f20-99c2-008d51d76ebc,0.4038424491882324,1,dog
2365652301_0de626bd97_z.jpg,6a04b419-f815-4819-abcd-da08e83154aa,0.45467543601989746,1,person
3850147043_06970bc680_z.jpg,72b13b84-5350-4cdf-833d-c34dc1d809c7,0.4233860969543457,1,dog
12041194676_da91e0d068_z.jpg,ee8bc66e-cb75-4275-bb98-ee92bb640f5c,0.3628687858581543,1,cat
82903264_5dd277c32d_z.jpg,b45e2668-af77-4afd-b111-7f4335d8240b,0.42706942558288574,1,bicycle
4730790029_bdc24fcb8c_z.jpg,310d6bc9-7445-4ca1-944b-bbcc3e8b166f,0.3598322868347168,1,cat
11381011104_36225e2ccc_z.jpg,e55c55ae-df28-4e7f-9048-3a9fdf5db5af,0.47105979919433594,0,dog
2218544892_0ae9cb42da_z.jpg,531b2550-c3e6-4af3-8f6a-160ea49df4af,0.4093785285949707,1,cat
2522213440_edbcb5ba05_z.jpg,9892624d-1258-477e-946d-fc2246cf440c,0.3830752372741699,1,person
9159634981_ea2947ff02_z.jpg,39546b3c-c8f2-492c-866b-b75cba4259e0,0.4022948741912842,1,dog
1570513225_265b529538_z.jpg,820d4889-30fd-48b3-afcb-2713ae670c98,0.3777625560760498,1,cat
16599186017_25f46b7511_z.jpg,61f0cfc3-7ce5-473a-99ea-def2440638e0,0.5261778831481934,1,cat
1492095547_3a48dbc70b_z.jpg,0e18e37f-e1c5-4af1-b1e5-e88123491770,0.43471240997314453,1,cat
3604271495_1cacccec06_z.jpg,a6e3e136-c1f6-44e7-a445-3805e2e0bb7a,0.37952280044555664,0,bicycle
3604271495_1cacccec06_z.jpg,a8b4b290-639f-4639-af3e-7b068f17ffe6,0.35532617568969727,0,bicycle
6985531639_71621c1e69_z.jpg,97b19f43-e6dc-4552-b5ec-3b21f95f35b7,0.36678028106689453,1,person
16599186017_25f46b7511_z.jpg,6ff70967-29e8-49e8-b5bc-34f838848406,0.567577600479126,1,cat
159051371_77f7d02bb6_z.jpg,b46101f8-17bc-4403-80c9-b695141bf290,0.3933415412902832,1,bicycle
890847666_ec8eaecf88_z.jpg,b831cae4-1679-487c-b76d-01a331436735,0.42474913597106934,1,dog
19030996840_1fbbb14eeb_z.jpg,68741d35-e33b-45f8-830e-4a0cb644859c,0.5517418384552002,1,dog
2218544892_0ae9cb42da_z.jpg,1a5885c2-a192-4e36-91a9-d6baa13b09e3,0.40802931785583496,1,cat
6217890759_2a6a04d1d9_z.jpg,548fd4ae-095a-462a-9f18-3cdcf6f4231d,0.38954877853393555,1,person
738798561_2d54b53ec5_z.jpg,c430dfe4-33e5-4066-97b0-cf7f6f22cd16,0.40762758255004883,1,person
3353007655_56889b94a7_z.jpg,415972ba-fa2e-494d-ba35-2e6ccfbece58,0.41571903228759766,1,bicycle
6816985831_893d039421_z.jpg,1d5c873f-b4c4-4517-86ae-1889003c7717,0.3873097896575928,0,bicycle
16104664631_cce4a9a58c_z.jpg,e12805bd-732b-488e-8202-c0989e82c4be,0.41144227981567383,1,person
2169952827_05bddc305e_z.jpg,3527c6eb-5d35-486f-a73b-5d5b93c71f14,0.379030704498291,1,dog
84410494_ab268290cf_z.jpg,6ad89510-0fe3-4072-a872-41f546d83e8e,0.3990609645843506,1,dog
4763265058_6c6dbb9abe_z.jpg,d36dd6e3-3e40-406f-8678-eff3b548d2c0,0.3693709373474121,0,bicycle
9478594118_5861e54c87_z.jpg,18ba35c4-1b2d-4cca-b7d0-8eaeb38ce413,0.4016568660736084,1,cat
15543230406_71c5a59208_z.jpg,20966873-04c5-45cb-8288-1ddf619caa93,0.4262990951538086,1,person
5506132265_d6d43548eb_z.jpg,48ec041d-e33f-4c2f-87ea-302681e420e6,0.356231689453125,1,bicycle
2296897953_08627d83a0_z.jpg,6e28cd18-d007-4663-8b21-9a84f0b0ab76,0.42375874519348145,1,dog
12041194676_da91e0d068_z.jpg,5425f1a9-4a29-475b-abdd-de1fdfe12867,0.35833740234375,1,cat
3029397040_d35cf11083_z.jpg,8e7115e6-3062-45a2-92c8-1f2cb73a9dc0,0.36641860008239746,1,cat
138805025_80da2e3a82_z.jpg,05904575-da22-4ade-a6b2-738d49f6be33,0.4248197078704834,1,cat
15490190390_d64fe16141_z.jpg,cbb2bacd-2c5c-4af8-9223-290af5a7f40b,0.36336565017700195,1,car
1553312291_c0cae48a37_z.jpg,d451d0a5-47bd-4128-917c-a44050cc2893,0.24599266052246094,1,bicycle
6098643678_fc8044b5ac_z.jpg,6f1e98d9-e17a-450f-b282-8d8a53eb99bf,0.37085890769958496,1,person
9478594118_5861e54c87_z.jpg,8609cdcb-3d72-4a86-a23c-e1fac682efe7,0.42246317863464355,1,cat
13314143603_95d63b5748_z.jpg,be4a17b9-ea5b-4519-bf00-12386b521c85,0.4155120849609375,1,car
5943858783_a2cc450fb3_z.jpg,0268c7e5-419f-4076-9d75-6e38f0b35d1f,0.372800350189209,1,person
3812603979_2102c37672_z.jpg,164fb877-11c0-416c-adce-bf41af1fe7cc,0.3709845542907715,1,dog
159051371_77f7d02bb6_z.jpg,6d7eb19f-a490-4231-935a-251f70c93c05,0.4234285354614258,1,bicycle
438887381_0a2a4e97e4_z.jpg,41dd6516-526a-4ed0-b338-a317d5f955fc,0.36593079566955566,1,cat
14652913468_5d3b2a39f1_z.jpg,cdf408d2-ab0e-461e-9a58-ba48e0d66d1b,0.4281127452850342,1,bicycle
1428837563_12ec867e05_z.jpg,e0001e20-13c9-4462-8b06-eee9ea5010d3,0.41757869720458984,1,cat
3850147043_06970bc680_z.jpg,9b7ec135-702a-406b-9cea-6ab97e112b56,0.41166090965270996,1,dog
6924362656_d86bedc2e4_z.jpg,3a5b3fe6-d876-481b-a084-36eb01aec621,0.40990114212036133,1,cat
6097504753_2971a9eaa6_z.jpg,9c146995-ba0c-481c-920e-eb460ff28715,0.41266703605651855,1,car
20959877010_552298f5f8_z.jpg,3b30df32-1eb2-47cc-a37e-e67720295d27,0.32959961891174316,1,dog
9057859369_5a432fdfe1_z.jpg,535996e1-bdc6-4565-9170-8905702466ac,0.37510061264038086,1,car
5466970559_0f7b06bcd6_z.jpg,ce05d9fe-dac7-44bb-b012-d49f7fc4f429,0.3817720413208008,1,car
1570552254_fcac0be216_z.jpg,8cd475ca-f837-449a-ac92-a63bd006127f,0.38632965087890625,0,dog
3197300261_4e5e9c5e3e_z.jpg,065c0dc6-c12a-4e4b-9c69-5e778a499d2d,0.5460071563720703,1,dog
6100259603_28a9794ed5_z.jpg,07752ba8-2276-47d2-b577-3f12b3c18d2b,0.3651912212371826,1,cat
252889263_3cf2d57f34_z.jpg,67441a04-a8ec-4663-8322-ef4a82df5cf1,0.4357733726501465,0,dog
6431185703_6c72dd7b5e_z.jpg,eb362bc2-4605-4543-976c-21fb3ca7ff82,0.36162638664245605,1,person
14869105327_a74f23fa8a_z.jpg,33362f19-ab7e-4283-bde0-e4d7e318af9e,0.5091419219970703,1,dog
6100259603_28a9794ed5_z.jpg,21ff2d59-8d03-4d3a-8641-b08fd1d968ea,0.38413453102111816,1,cat
2709706154_32ff27825a_z.jpg,ce42dfe5-073d-4f34-8337-7dc9b1ca9b89,0.401721715927124,0,cat
6924362656_d86bedc2e4_z.jpg,09256249-8df4-4fb7-85c4-2439b1ebc8c8,0.42523741722106934,1,cat
98052295_1221189a77_z.jpg,fb27d80d-2fd7-4fb0-a3aa-711b084d9e06,0.45610809326171875,1,person
7175939730_9a03853d4c_z.jpg,c6f22ee7-031c-4ac7-9dcb-89da49cd39dc,0.4112832546234131,0,cat
6410065163_fef2877544_z.jpg,36858749-fc8b-4375-aed4-d4581240d307,0.37336063385009766,1,car
224422461_dddd4c8e99_z.jpg,18090b3b-3eb7-4f95-905b-73bc6dd66e47,0.4278881549835205,1,bicycle
5540859766_5596c9c59e_z.jpg,cf2b106d-5e72-45f4-afa4-24793ebc243f,0.45270609855651855,1,person
239427670_897dedb1ea_z.jpg,8e885b80-095f-4694-a198-37d4bc8fbffd,0.3580751419067383,0,dog
15071673457_0703cea442_z.jpg,40487652-43bb-4eeb-aba8-4089cfbe9e51,0.36945033073425293,1,person
14652913468_5d3b2a39f1_z.jpg,266b5903-0b05-4a53-8dda-9263f27da082,0.4228808879852295,1,bicycle
138805025_80da2e3a82_z.jpg,7b2148bf-0502-4daa-82ff-995784ed0f2b,0.4254608154296875,1,cat
