Image ID,RequestId,Model,correctly_detect,true_class
19030996840_1fbbb14eeb_z_degraded.jpg,ccd1b8cb-4d5e-480e-bee4-7d686740520f,aggregated,1,dog
19030996840_1fbbb14eeb_z_degraded.jpg,ccd1b8cb-4d5e-480e-bee4-7d686740520f,yolov5n,0,dog
19030996840_1fbbb14eeb_z_degraded.jpg,ccd1b8cb-4d5e-480e-bee4-7d686740520f,yolov8n,1,dog
5971377496_abc7d794c7_z_degraded.jpg,9a973cd2-627e-4f75-9d2f-8e8f2cfeb141,aggregated,1,bicycle
5971377496_abc7d794c7_z_degraded.jpg,9a973cd2-627e-4f75-9d2f-8e8f2cfeb141,yolov5n,0,bicycle
5971377496_abc7d794c7_z_degraded.jpg,9a973cd2-627e-4f75-9d2f-8e8f2cfeb141,yolov8n,1,bicycle
2218544892_0ae9cb42da_z_degraded.jpg,e2812a60-508b-4737-9e8d-c2215b343fba,aggregated,1,cat
2218544892_0ae9cb42da_z_degraded.jpg,e2812a60-508b-4737-9e8d-c2215b343fba,yolov5n,0,cat
2218544892_0ae9cb42da_z_degraded.jpg,e2812a60-508b-4737-9e8d-c2215b343fba,yolov8n,1,cat
14289042367_a041af95f4_z_degraded.jpg,a9716c0f-6101-4c9d-884a-63548057c875,aggregated,1,bicycle
14289042367_a041af95f4_z_degraded.jpg,a9716c0f-6101-4c9d-884a-63548057c875,yolov5n,0,bicycle
14289042367_a041af95f4_z_degraded.jpg,a9716c0f-6101-4c9d-884a-63548057c875,yolov8n,1,bicycle
6771874127_f8f380b3cb_z_degraded.jpg,6349ad31-9c39-4d36-bca6-fd1d4ff0c2d8,aggregated,0,bicycle
6771874127_f8f380b3cb_z_degraded.jpg,6349ad31-9c39-4d36-bca6-fd1d4ff0c2d8,yolov5n,0,bicycle
6771874127_f8f380b3cb_z_degraded.jpg,6349ad31-9c39-4d36-bca6-fd1d4ff0c2d8,yolov8n,0,bicycle
7548613890_a6272237ac_z_degraded.jpg,53e7a21f-c833-40a8-b263-1ea6ca3d8ad1,aggregated,1,bicycle
7548613890_a6272237ac_z_degraded.jpg,53e7a21f-c833-40a8-b263-1ea6ca3d8ad1,yolov5n,1,bicycle
7548613890_a6272237ac_z_degraded.jpg,53e7a21f-c833-40a8-b263-1ea6ca3d8ad1,yolov8n,1,bicycle
2814480856_385049d567_z_degraded.jpg,817d5e99-86e2-4152-9a7f-4b43071a4d29,aggregated,0,dog
2814480856_385049d567_z_degraded.jpg,817d5e99-86e2-4152-9a7f-4b43071a4d29,yolov5n,0,dog
2814480856_385049d567_z_degraded.jpg,817d5e99-86e2-4152-9a7f-4b43071a4d29,yolov8n,0,dog
11335325886_75cf456ea8_z_degraded.jpg,5fd3e1bf-88ec-4834-9f60-92a2a2122c92,aggregated,0,cat
11335325886_75cf456ea8_z_degraded.jpg,5fd3e1bf-88ec-4834-9f60-92a2a2122c92,yolov5n,0,cat
11335325886_75cf456ea8_z_degraded.jpg,5fd3e1bf-88ec-4834-9f60-92a2a2122c92,yolov8n,0,cat
2244176071_615b055c30_z_degraded.jpg,431bb2e6-2407-47bd-8eea-1f40ad4f5f6d,aggregated,0,cat
2244176071_615b055c30_z_degraded.jpg,431bb2e6-2407-47bd-8eea-1f40ad4f5f6d,yolov5n,0,cat
2244176071_615b055c30_z_degraded.jpg,431bb2e6-2407-47bd-8eea-1f40ad4f5f6d,yolov8n,0,cat
10218081326_b6a2dd98f5_z_degraded.jpg,95706bee-6e61-4b3a-b4b2-49c0dd9a8564,aggregated,0,car
10218081326_b6a2dd98f5_z_degraded.jpg,95706bee-6e61-4b3a-b4b2-49c0dd9a8564,yolov5n,0,car
10218081326_b6a2dd98f5_z_degraded.jpg,95706bee-6e61-4b3a-b4b2-49c0dd9a8564,yolov8n,0,car
489195247_b908298ee6_z_degraded.jpg,735afefc-b4ae-42e4-91a0-95b7f7637a3c,aggregated,0,dog
489195247_b908298ee6_z_degraded.jpg,735afefc-b4ae-42e4-91a0-95b7f7637a3c,yolov5n,0,dog
489195247_b908298ee6_z_degraded.jpg,735afefc-b4ae-42e4-91a0-95b7f7637a3c,yolov8n,0,dog
11132512636_ebb3a6a070_z_degraded.jpg,13257f1a-2324-4689-9d9b-209e2fe14ed2,aggregated,1,person
11132512636_ebb3a6a070_z_degraded.jpg,13257f1a-2324-4689-9d9b-209e2fe14ed2,yolov5n,1,person
11132512636_ebb3a6a070_z_degraded.jpg,13257f1a-2324-4689-9d9b-209e2fe14ed2,yolov8n,1,person
2522213440_edbcb5ba05_z_degraded.jpg,826b108f-bafe-4515-98c8-98864982aec4,aggregated,1,person
2522213440_edbcb5ba05_z_degraded.jpg,826b108f-bafe-4515-98c8-98864982aec4,yolov5n,1,person
2522213440_edbcb5ba05_z_degraded.jpg,826b108f-bafe-4515-98c8-98864982aec4,yolov8n,1,person
5708252159_5b4ac86a01_z_degraded.jpg,ac47b511-2085-4867-92e4-48c9055e5a2c,aggregated,1,bicycle
5708252159_5b4ac86a01_z_degraded.jpg,ac47b511-2085-4867-92e4-48c9055e5a2c,yolov5n,1,bicycle
5708252159_5b4ac86a01_z_degraded.jpg,ac47b511-2085-4867-92e4-48c9055e5a2c,yolov8n,1,bicycle
7166182137_a5679c9fa4_z_degraded.jpg,e34ea03a-1ac8-4bd0-9734-d7bad347f10d,aggregated,1,person
7166182137_a5679c9fa4_z_degraded.jpg,e34ea03a-1ac8-4bd0-9734-d7bad347f10d,yolov5n,1,person
7166182137_a5679c9fa4_z_degraded.jpg,e34ea03a-1ac8-4bd0-9734-d7bad347f10d,yolov8n,1,person
5210291488_fe9939bdf1_z_degraded.jpg,9b4c3cd4-632f-4c04-a258-b4d6b226bcf3,aggregated,1,person
5210291488_fe9939bdf1_z_degraded.jpg,9b4c3cd4-632f-4c04-a258-b4d6b226bcf3,yolov5n,1,person
5210291488_fe9939bdf1_z_degraded.jpg,9b4c3cd4-632f-4c04-a258-b4d6b226bcf3,yolov8n,1,person
3312304999_bc296f3260_z_degraded.jpg,048a64a6-6a73-4c6f-9b19-ef0c7bf95213,aggregated,0,car
3312304999_bc296f3260_z_degraded.jpg,048a64a6-6a73-4c6f-9b19-ef0c7bf95213,yolov5n,0,car
3312304999_bc296f3260_z_degraded.jpg,048a64a6-6a73-4c6f-9b19-ef0c7bf95213,yolov8n,0,car
5605719660_5bed05cca3_z_degraded.jpg,6e2a4b3e-4e96-4c7f-bcdd-0f60020da6c4,aggregated,1,person
5605719660_5bed05cca3_z_degraded.jpg,6e2a4b3e-4e96-4c7f-bcdd-0f60020da6c4,yolov5n,0,person
5605719660_5bed05cca3_z_degraded.jpg,6e2a4b3e-4e96-4c7f-bcdd-0f60020da6c4,yolov8n,1,person
7192116992_5447de0caa_z_degraded.jpg,8c6d2315-66c2-43c1-82b6-4d2cabb15e7f,aggregated,1,person
7192116992_5447de0caa_z_degraded.jpg,8c6d2315-66c2-43c1-82b6-4d2cabb15e7f,yolov5n,1,person
7192116992_5447de0caa_z_degraded.jpg,8c6d2315-66c2-43c1-82b6-4d2cabb15e7f,yolov8n,1,person
16433605163_8c9393beb1_z_degraded.jpg,d886c6a8-150c-4fd7-a44a-3634f9a09841,aggregated,1,person
16433605163_8c9393beb1_z_degraded.jpg,d886c6a8-150c-4fd7-a44a-3634f9a09841,yolov5n,1,person
16433605163_8c9393beb1_z_degraded.jpg,d886c6a8-150c-4fd7-a44a-3634f9a09841,yolov8n,1,person
5540859766_5596c9c59e_z_degraded.jpg,58aad931-ba0e-4e2f-ac2d-7705d0e5665c,aggregated,1,person
5540859766_5596c9c59e_z_degraded.jpg,58aad931-ba0e-4e2f-ac2d-7705d0e5665c,yolov5n,0,person
5540859766_5596c9c59e_z_degraded.jpg,58aad931-ba0e-4e2f-ac2d-7705d0e5665c,yolov8n,1,person
7192116992_5447de0caa_z_degraded.jpg,5d9dbb6d-5796-4419-9045-55c637a89221,aggregated,1,person
7192116992_5447de0caa_z_degraded.jpg,5d9dbb6d-5796-4419-9045-55c637a89221,yolov5n,1,person
7192116992_5447de0caa_z_degraded.jpg,5d9dbb6d-5796-4419-9045-55c637a89221,yolov8n,1,person
15071673457_0703cea442_z_degraded.jpg,d740d4c7-b0b0-4d28-86d6-04d299afbb31,aggregated,1,person
15071673457_0703cea442_z_degraded.jpg,d740d4c7-b0b0-4d28-86d6-04d299afbb31,yolov5n,0,person
15071673457_0703cea442_z_degraded.jpg,d740d4c7-b0b0-4d28-86d6-04d299afbb31,yolov8n,1,person
3959888385_3580cd572c_z_degraded.jpg,d1a8e5b6-4bdc-4bda-b558-a838ca876e6d,aggregated,1,cat
3959888385_3580cd572c_z_degraded.jpg,d1a8e5b6-4bdc-4bda-b558-a838ca876e6d,yolov5n,0,cat
3959888385_3580cd572c_z_degraded.jpg,d1a8e5b6-4bdc-4bda-b558-a838ca876e6d,yolov8n,1,cat
7664570690_6ab2f0ab5d_z_degraded.jpg,4b01c358-3eee-4115-8891-38a1fff0178d,aggregated,1,cat
7664570690_6ab2f0ab5d_z_degraded.jpg,4b01c358-3eee-4115-8891-38a1fff0178d,yolov5n,0,cat
7664570690_6ab2f0ab5d_z_degraded.jpg,4b01c358-3eee-4115-8891-38a1fff0178d,yolov8n,1,cat
3195432512_d0a96b2967_z_degraded.jpg,26eb646d-470c-46ec-911e-78dc3d5bdef8,aggregated,1,person
3195432512_d0a96b2967_z_degraded.jpg,26eb646d-470c-46ec-911e-78dc3d5bdef8,yolov5n,0,person
3195432512_d0a96b2967_z_degraded.jpg,26eb646d-470c-46ec-911e-78dc3d5bdef8,yolov8n,1,person
14628257582_1ff5e98e4c_z_degraded.jpg,084d98c8-78a7-4b95-96d1-110757d2239b,aggregated,0,bicycle
14628257582_1ff5e98e4c_z_degraded.jpg,084d98c8-78a7-4b95-96d1-110757d2239b,yolov5n,0,bicycle
14628257582_1ff5e98e4c_z_degraded.jpg,084d98c8-78a7-4b95-96d1-110757d2239b,yolov8n,0,bicycle
51712355_49c2e95899_z_degraded.jpg,7170db5c-8b6a-4557-8107-71335cc635e6,aggregated,1,bicycle
51712355_49c2e95899_z_degraded.jpg,7170db5c-8b6a-4557-8107-71335cc635e6,yolov5n,1,bicycle
51712355_49c2e95899_z_degraded.jpg,7170db5c-8b6a-4557-8107-71335cc635e6,yolov8n,1,bicycle
16850385890_8105762655_z_degraded.jpg,28e60a58-173c-48dc-9f80-745563f3aa95,aggregated,0,person
16850385890_8105762655_z_degraded.jpg,28e60a58-173c-48dc-9f80-745563f3aa95,yolov5n,0,person
16850385890_8105762655_z_degraded.jpg,28e60a58-173c-48dc-9f80-745563f3aa95,yolov8n,0,person
8464801471_b2b61acc7b_z_degraded.jpg,dd197c4b-dfca-49ef-b18e-adedb92fd98b,aggregated,0,cat
8464801471_b2b61acc7b_z_degraded.jpg,dd197c4b-dfca-49ef-b18e-adedb92fd98b,yolov5n,0,cat
8464801471_b2b61acc7b_z_degraded.jpg,dd197c4b-dfca-49ef-b18e-adedb92fd98b,yolov8n,0,cat
4065552857_98aa8a39d4_z_degraded.jpg,40d8c864-aa2d-49a9-adf4-898a69f63418,aggregated,1,bicycle
4065552857_98aa8a39d4_z_degraded.jpg,40d8c864-aa2d-49a9-adf4-898a69f63418,yolov5n,0,bicycle
4065552857_98aa8a39d4_z_degraded.jpg,40d8c864-aa2d-49a9-adf4-898a69f63418,yolov8n,1,bicycle
3141821008_3743fb8be5_z_degraded.jpg,8931e2f7-41cf-4d14-9283-b6af25c09af0,aggregated,1,car
3141821008_3743fb8be5_z_degraded.jpg,8931e2f7-41cf-4d14-9283-b6af25c09af0,yolov5n,1,car
3141821008_3743fb8be5_z_degraded.jpg,8931e2f7-41cf-4d14-9283-b6af25c09af0,yolov8n,1,car
19030996840_1fbbb14eeb_z_degraded.jpg,304dedd7-b48c-4861-a209-ab5c1625659e,aggregated,1,dog
19030996840_1fbbb14eeb_z_degraded.jpg,304dedd7-b48c-4861-a209-ab5c1625659e,yolov5n,0,dog
19030996840_1fbbb14eeb_z_degraded.jpg,304dedd7-b48c-4861-a209-ab5c1625659e,yolov8n,1,dog
5290576324_881daf8265_z_degraded.jpg,92df8adf-b8d6-47cc-81fc-6b72f6383ce8,aggregated,1,dog
5290576324_881daf8265_z_degraded.jpg,92df8adf-b8d6-47cc-81fc-6b72f6383ce8,yolov5n,0,dog
5290576324_881daf8265_z_degraded.jpg,92df8adf-b8d6-47cc-81fc-6b72f6383ce8,yolov8n,1,dog
9002629162_51388d1396_z_degraded.jpg,42efeb60-a6f8-467b-b6a7-8073e6f8cab2,aggregated,1,cat
9002629162_51388d1396_z_degraded.jpg,42efeb60-a6f8-467b-b6a7-8073e6f8cab2,yolov5n,0,cat
9002629162_51388d1396_z_degraded.jpg,42efeb60-a6f8-467b-b6a7-8073e6f8cab2,yolov8n,1,cat
953262953_340a098204_z_degraded.jpg,518ba454-433e-42d3-849b-5320390b86a8,aggregated,0,car
953262953_340a098204_z_degraded.jpg,518ba454-433e-42d3-849b-5320390b86a8,yolov5n,0,car
953262953_340a098204_z_degraded.jpg,518ba454-433e-42d3-849b-5320390b86a8,yolov8n,0,car
7035751851_15d745cf2c_z_degraded.jpg,68d9f43b-597c-4509-9069-9bad56a6c725,aggregated,1,car
7035751851_15d745cf2c_z_degraded.jpg,68d9f43b-597c-4509-9069-9bad56a6c725,yolov5n,0,car
7035751851_15d745cf2c_z_degraded.jpg,68d9f43b-597c-4509-9069-9bad56a6c725,yolov8n,1,car
7019541657_00e6c7a645_z_degraded.jpg,bab617fa-4862-490e-9cb6-95651d0d4a22,aggregated,1,cat
7019541657_00e6c7a645_z_degraded.jpg,bab617fa-4862-490e-9cb6-95651d0d4a22,yolov5n,0,cat
7019541657_00e6c7a645_z_degraded.jpg,bab617fa-4862-490e-9cb6-95651d0d4a22,yolov8n,1,cat
14652913468_5d3b2a39f1_z_degraded.jpg,da143461-684a-4f40-a359-04367053b82c,aggregated,1,bicycle
14652913468_5d3b2a39f1_z_degraded.jpg,da143461-684a-4f40-a359-04367053b82c,yolov5n,0,bicycle
14652913468_5d3b2a39f1_z_degraded.jpg,da143461-684a-4f40-a359-04367053b82c,yolov8n,1,bicycle
21376683791_d98acff014_z_degraded.jpg,a8e4f99b-0efa-4a6a-9472-a12e50707b1f,aggregated,1,bicycle
21376683791_d98acff014_z_degraded.jpg,a8e4f99b-0efa-4a6a-9472-a12e50707b1f,yolov5n,0,bicycle
21376683791_d98acff014_z_degraded.jpg,a8e4f99b-0efa-4a6a-9472-a12e50707b1f,yolov8n,1,bicycle
7417962302_a50fc8eb6b_z_degraded.jpg,97b0e066-7ac0-4e6c-86ff-a0c73ed13e35,aggregated,1,bicycle
7417962302_a50fc8eb6b_z_degraded.jpg,97b0e066-7ac0-4e6c-86ff-a0c73ed13e35,yolov5n,1,bicycle
7417962302_a50fc8eb6b_z_degraded.jpg,97b0e066-7ac0-4e6c-86ff-a0c73ed13e35,yolov8n,1,bicycle
258460789_c4baeb300a_z_degraded.jpg,d43fe464-f2a4-4301-87b4-e238d1cb39cf,aggregated,1,cat
258460789_c4baeb300a_z_degraded.jpg,d43fe464-f2a4-4301-87b4-e238d1cb39cf,yolov5n,0,cat
258460789_c4baeb300a_z_degraded.jpg,d43fe464-f2a4-4301-87b4-e238d1cb39cf,yolov8n,1,cat
204668081_9bb000df17_z_degraded.jpg,cb8b87b5-9019-4272-83a1-910bcf0df8c1,aggregated,0,dog
204668081_9bb000df17_z_degraded.jpg,cb8b87b5-9019-4272-83a1-910bcf0df8c1,yolov5n,0,dog
204668081_9bb000df17_z_degraded.jpg,cb8b87b5-9019-4272-83a1-910bcf0df8c1,yolov8n,0,dog
7110476047_267467ee68_z_degraded.jpg,1d2286b8-1d97-442a-807e-aad2b6d4b5af,aggregated,1,car
7110476047_267467ee68_z_degraded.jpg,1d2286b8-1d97-442a-807e-aad2b6d4b5af,yolov5n,0,car
7110476047_267467ee68_z_degraded.jpg,1d2286b8-1d97-442a-807e-aad2b6d4b5af,yolov8n,1,car
14711690133_019fe56eb5_z_degraded.jpg,99986602-b917-4117-be8d-2e14d74dbe45,aggregated,1,cat
14711690133_019fe56eb5_z_degraded.jpg,99986602-b917-4117-be8d-2e14d74dbe45,yolov5n,0,cat
14711690133_019fe56eb5_z_degraded.jpg,99986602-b917-4117-be8d-2e14d74dbe45,yolov8n,1,cat
104222040_c20f16bbc0_z_degraded.jpg,d2272a8d-2729-4446-93ed-e482c64a465b,aggregated,0,dog
