Image ID,RequestId,Model,correctly_detect,true_class
9372235876_d7d69f1790_z.jpg,c49ab40b-b848-4248-a5e7-ebb522469706,yolov5n,0,cat
9372235876_d7d69f1790_z.jpg,c49ab40b-b848-4248-a5e7-ebb522469706,yolov8n,1,cat
412652687_4d6cb46129_z.jpg,23a9266a-ffb7-4547-9db9-e0e090596834,aggregated,1,cat
412652687_4d6cb46129_z.jpg,23a9266a-ffb7-4547-9db9-e0e090596834,yolov5n,0,cat
412652687_4d6cb46129_z.jpg,23a9266a-ffb7-4547-9db9-e0e090596834,yolov8n,1,cat
361146297_ca9b5c8799_z.jpg,f94752e0-1894-4431-b705-a779b9009d83,aggregated,1,dog
361146297_ca9b5c8799_z.jpg,f94752e0-1894-4431-b705-a779b9009d83,yolov5n,0,dog
361146297_ca9b5c8799_z.jpg,f94752e0-1894-4431-b705-a779b9009d83,yolov8n,1,dog
14351072751_334621d203_z.jpg,db78208b-8675-4c46-9dd0-cb85727d2e8b,aggregated,0,dog
14351072751_334621d203_z.jpg,db78208b-8675-4c46-9dd0-cb85727d2e8b,yolov5n,0,dog
14351072751_334621d203_z.jpg,db78208b-8675-4c46-9dd0-cb85727d2e8b,yolov8n,0,dog
4065552857_98aa8a39d4_z.jpg,7bdb883a-ab4b-486d-a18b-dbe7db2bc137,aggregated,1,bicycle
4065552857_98aa8a39d4_z.jpg,7bdb883a-ab4b-486d-a18b-dbe7db2bc137,yolov5n,1,bicycle
4065552857_98aa8a39d4_z.jpg,7bdb883a-ab4b-486d-a18b-dbe7db2bc137,yolov8n,1,bicycle
2709706154_32ff27825a_z.jpg,d6fa6b1b-0e86-4f80-80c2-b2b62e73be45,aggregated,0,cat
2709706154_32ff27825a_z.jpg,d6fa6b1b-0e86-4f80-80c2-b2b62e73be45,yolov5n,0,cat
2709706154_32ff27825a_z.jpg,d6fa6b1b-0e86-4f80-80c2-b2b62e73be45,yolov8n,0,cat
5827517048_a890acd7e6_z.jpg,bd819695-d540-428d-9083-dc09a7049755,aggregated,0,dog
5827517048_a890acd7e6_z.jpg,bd819695-d540-428d-9083-dc09a7049755,yolov5n,0,dog
5827517048_a890acd7e6_z.jpg,bd819695-d540-428d-9083-dc09a7049755,yolov8n,0,dog
412652687_4d6cb46129_z.jpg,06dd6e59-dc3c-40bb-871b-1cbab60c6931,aggregated,1,cat
412652687_4d6cb46129_z.jpg,06dd6e59-dc3c-40bb-871b-1cbab60c6931,yolov5n,0,cat
412652687_4d6cb46129_z.jpg,06dd6e59-dc3c-40bb-871b-1cbab60c6931,yolov8n,1,cat
1553312291_c0cae48a37_z.jpg,69a8f31d-f5d5-4760-80f4-690fc27b80a9,aggregated,1,bicycle
1553312291_c0cae48a37_z.jpg,69a8f31d-f5d5-4760-80f4-690fc27b80a9,yolov5n,1,bicycle
1553312291_c0cae48a37_z.jpg,69a8f31d-f5d5-4760-80f4-690fc27b80a9,yolov8n,1,bicycle
5708252159_5b4ac86a01_z.jpg,09fbc850-c573-4f56-97b7-e9b14bf2170a,aggregated,1,bicycle
5708252159_5b4ac86a01_z.jpg,09fbc850-c573-4f56-97b7-e9b14bf2170a,yolov5n,1,bicycle
5708252159_5b4ac86a01_z.jpg,09fbc850-c573-4f56-97b7-e9b14bf2170a,yolov8n,1,bicycle
2667833832_bf9ddddac5_z.jpg,c5f0c806-bf57-4bd9-83ea-e99eed665112,aggregated,1,cat
2667833832_bf9ddddac5_z.jpg,c5f0c806-bf57-4bd9-83ea-e99eed665112,yolov5n,0,cat
2667833832_bf9ddddac5_z.jpg,c5f0c806-bf57-4bd9-83ea-e99eed665112,yolov8n,1,cat
15038212434_9e0e575008_z.jpg,45213f1c-eabe-4fb1-86c3-dd32b8ef5f2d,aggregated,0,car
15038212434_9e0e575008_z.jpg,45213f1c-eabe-4fb1-86c3-dd32b8ef5f2d,yolov5n,0,car
15038212434_9e0e575008_z.jpg,45213f1c-eabe-4fb1-86c3-dd32b8ef5f2d,yolov8n,0,car
1240686712_fbccf26b7f_z.jpg,b8766577-d676-4fef-abff-556138814a18,aggregated,1,cat
1240686712_fbccf26b7f_z.jpg,b8766577-d676-4fef-abff-556138814a18,yolov5n,0,cat
1240686712_fbccf26b7f_z.jpg,b8766577-d676-4fef-abff-556138814a18,yolov8n,1,cat
8265517869_53c5fb3eff_z.jpg,c47cb52c-dca6-4099-9a37-be580f23ac1c,aggregated,1,car
8265517869_53c5fb3eff_z.jpg,c47cb52c-dca6-4099-9a37-be580f23ac1c,yolov5n,1,car
8265517869_53c5fb3eff_z.jpg,c47cb52c-dca6-4099-9a37-be580f23ac1c,yolov8n,1,car
432591931_4789d0f0f1_z.jpg,f0000bfd-1fb6-4796-b9b6-84be4218fab7,aggregated,1,car
432591931_4789d0f0f1_z.jpg,f0000bfd-1fb6-4796-b9b6-84be4218fab7,yolov5n,1,car
432591931_4789d0f0f1_z.jpg,f0000bfd-1fb6-4796-b9b6-84be4218fab7,yolov8n,1,car
3968015804_ac83717a19_z.jpg,3cf6f8f7-0185-472f-acdf-2138189bce45,aggregated,1,dog
3968015804_ac83717a19_z.jpg,3cf6f8f7-0185-472f-acdf-2138189bce45,yolov5n,0,dog
3968015804_ac83717a19_z.jpg,3cf6f8f7-0185-472f-acdf-2138189bce45,yolov8n,1,dog
7475018518_6c715a96c1_z.jpg,a4ad472d-1564-49e3-989b-20e13b1b2a9f,aggregated,1,dog
7475018518_6c715a96c1_z.jpg,a4ad472d-1564-49e3-989b-20e13b1b2a9f,yolov5n,0,dog
7475018518_6c715a96c1_z.jpg,a4ad472d-1564-49e3-989b-20e13b1b2a9f,yolov8n,1,dog
2244176071_615b055c30_z.jpg,c7d44e6f-2f86-4294-828c-630855a41352,aggregated,1,cat
2244176071_615b055c30_z.jpg,c7d44e6f-2f86-4294-828c-630855a41352,yolov5n,0,cat
2244176071_615b055c30_z.jpg,c7d44e6f-2f86-4294-828c-630855a41352,yolov8n,1,cat
5708252159_5b4ac86a01_z.jpg,c62e326d-d426-495e-8f01-98d741ebbb06,aggregated,1,bicycle
5708252159_5b4ac86a01_z.jpg,c62e326d-d426-495e-8f01-98d741ebbb06,yolov5n,1,bicycle
5708252159_5b4ac86a01_z.jpg,c62e326d-d426-495e-8f01-98d741ebbb06,yolov8n,1,bicycle
15333662010_2f428f7e2f_z.jpg,a53567a5-36d0-4193-a13c-6f2df287d433,aggregated,1,bicycle
15333662010_2f428f7e2f_z.jpg,a53567a5-36d0-4193-a13c-6f2df287d433,yolov5n,1,bicycle
15333662010_2f428f7e2f_z.jpg,a53567a5-36d0-4193-a13c-6f2df287d433,yolov8n,1,bicycle
8032610600_1dd81d41a4_z.jpg,357df1f7-77f0-4017-b262-1f0444852f79,aggregated,1,car
8032610600_1dd81d41a4_z.jpg,357df1f7-77f0-4017-b262-1f0444852f79,yolov5n,0,car
8032610600_1dd81d41a4_z.jpg,357df1f7-77f0-4017-b262-1f0444852f79,yolov8n,1,car
15392489891_905432249f_z.jpg,2f4e1c4c-147c-4a04-a5e1-a006339ef83f,aggregated,1,person
15392489891_905432249f_z.jpg,2f4e1c4c-147c-4a04-a5e1-a006339ef83f,yolov5n,1,person
15392489891_905432249f_z.jpg,2f4e1c4c-147c-4a04-a5e1-a006339ef83f,yolov8n,1,person
15543230406_71c5a59208_z.jpg,e3abcc97-e1f8-4b8b-9121-5f564e6dc88e,aggregated,1,person
15543230406_71c5a59208_z.jpg,e3abcc97-e1f8-4b8b-9121-5f564e6dc88e,yolov5n,1,person
15543230406_71c5a59208_z.jpg,e3abcc97-e1f8-4b8b-9121-5f564e6dc88e,yolov8n,1,person
15235483580_08696e0988_z.jpg,cdf2d181-cc31-487e-b80e-0d62d8130b32,aggregated,1,bicycle
15235483580_08696e0988_z.jpg,cdf2d181-cc31-487e-b80e-0d62d8130b32,yolov5n,0,bicycle
15235483580_08696e0988_z.jpg,cdf2d181-cc31-487e-b80e-0d62d8130b32,yolov8n,0,bicycle
258460789_c4baeb300a_z.jpg,6e7e0356-00ec-4d69-8382-84bf1379d4b2,aggregated,1,cat
258460789_c4baeb300a_z.jpg,6e7e0356-00ec-4d69-8382-84bf1379d4b2,yolov5n,1,cat
258460789_c4baeb300a_z.jpg,6e7e0356-00ec-4d69-8382-84bf1379d4b2,yolov8n,1,cat
4975505027_db5864977d_z.jpg,e8515283-aa5c-4f2d-b3e0-2a7fee442511,aggregated,0,dog
4975505027_db5864977d_z.jpg,e8515283-aa5c-4f2d-b3e0-2a7fee442511,yolov5n,0,dog
4975505027_db5864977d_z.jpg,e8515283-aa5c-4f2d-b3e0-2a7fee442511,yolov8n,0,dog
2206074222_69cc088500_z.jpg,b3fb9129-9ff4-49e4-af2c-0913b42730c5,aggregated,1,cat
2206074222_69cc088500_z.jpg,b3fb9129-9ff4-49e4-af2c-0913b42730c5,yolov5n,1,cat
2206074222_69cc088500_z.jpg,b3fb9129-9ff4-49e4-af2c-0913b42730c5,yolov8n,1,cat
677743874_168dcb5ed1_z.jpg,e0f0b6d4-6d4a-4480-9030-ff1dd7462081,aggregated,1,dog
677743874_168dcb5ed1_z.jpg,e0f0b6d4-6d4a-4480-9030-ff1dd7462081,yolov5n,1,dog
677743874_168dcb5ed1_z.jpg,e0f0b6d4-6d4a-4480-9030-ff1dd7462081,yolov8n,1,dog
15196353300_2dcb1a1948_z.jpg,fce867a7-7760-4f12-97b6-55ba4bf0e043,aggregated,1,car
15196353300_2dcb1a1948_z.jpg,fce867a7-7760-4f12-97b6-55ba4bf0e043,yolov5n,1,car
15196353300_2dcb1a1948_z.jpg,fce867a7-7760-4f12-97b6-55ba4bf0e043,yolov8n,1,car
224422461_dddd4c8e99_z.jpg,9769d8ce-1433-4bc4-8c68-191dd55d308b,aggregated,1,bicycle
224422461_dddd4c8e99_z.jpg,9769d8ce-1433-4bc4-8c68-191dd55d308b,yolov5n,0,bicycle
224422461_dddd4c8e99_z.jpg,9769d8ce-1433-4bc4-8c68-191dd55d308b,yolov8n,1,bicycle
6897439523_236f77f06f_z.jpg,d38f88b2-8027-4018-b3fa-0fe3d34ebf7d,aggregated,1,dog
6897439523_236f77f06f_z.jpg,d38f88b2-8027-4018-b3fa-0fe3d34ebf7d,yolov5n,0,dog
6897439523_236f77f06f_z.jpg,d38f88b2-8027-4018-b3fa-0fe3d34ebf7d,yolov8n,1,dog
3157735385_c9e7580f03_z.jpg,deb4d782-d160-4ed5-bd8b-56d2104ea3d6,aggregated,1,car
3157735385_c9e7580f03_z.jpg,deb4d782-d160-4ed5-bd8b-56d2104ea3d6,yolov5n,1,car
3157735385_c9e7580f03_z.jpg,deb4d782-d160-4ed5-bd8b-56d2104ea3d6,yolov8n,0,car
18608021442_84f7dcfa5c_z.jpg,f076cdeb-c49d-4740-8775-03836f640850,aggregated,0,bicycle
18608021442_84f7dcfa5c_z.jpg,f076cdeb-c49d-4740-8775-03836f640850,yolov5n,0,bicycle
18608021442_84f7dcfa5c_z.jpg,f076cdeb-c49d-4740-8775-03836f640850,yolov8n,0,bicycle
2433290346_8482cac895_z.jpg,f5d8b7ec-2be4-4293-a9ca-4ba845fa344b,aggregated,0,car
2433290346_8482cac895_z.jpg,f5d8b7ec-2be4-4293-a9ca-4ba845fa344b,yolov5n,0,car
2433290346_8482cac895_z.jpg,f5d8b7ec-2be4-4293-a9ca-4ba845fa344b,yolov8n,0,car
3747524_f07f508ba9_z.jpg,bdca028e-1357-4f9d-96e3-4fa489565f40,aggregated,1,bicycle
3747524_f07f508ba9_z.jpg,bdca028e-1357-4f9d-96e3-4fa489565f40,yolov5n,1,bicycle
3747524_f07f508ba9_z.jpg,bdca028e-1357-4f9d-96e3-4fa489565f40,yolov8n,1,bicycle
8032610600_1dd81d41a4_z.jpg,035948b2-7cee-4f47-bed3-b2d1216d6905,aggregated,1,car
8032610600_1dd81d41a4_z.jpg,035948b2-7cee-4f47-bed3-b2d1216d6905,yolov5n,0,car
8032610600_1dd81d41a4_z.jpg,035948b2-7cee-4f47-bed3-b2d1216d6905,yolov8n,1,car
16106543870_2f167db1e1_z.jpg,5c3ab1ef-4a42-4245-80cc-bf8e7385e852,aggregated,1,car
16106543870_2f167db1e1_z.jpg,5c3ab1ef-4a42-4245-80cc-bf8e7385e852,yolov5n,0,car
16106543870_2f167db1e1_z.jpg,5c3ab1ef-4a42-4245-80cc-bf8e7385e852,yolov8n,1,car
4122228889_3b69997e0c_z.jpg,9f494237-f4a9-4041-bbf0-3b12e9dbfd02,aggregated,1,dog
4122228889_3b69997e0c_z.jpg,9f494237-f4a9-4041-bbf0-3b12e9dbfd02,yolov5n,0,dog
4122228889_3b69997e0c_z.jpg,9f494237-f4a9-4041-bbf0-3b12e9dbfd02,yolov8n,1,dog
3452990622_cfb5fba34a_z.jpg,31017ab6-b87c-420d-875f-7b1dfb312be0,aggregated,1,bicycle
3452990622_cfb5fba34a_z.jpg,31017ab6-b87c-420d-875f-7b1dfb312be0,yolov5n,1,bicycle
3452990622_cfb5fba34a_z.jpg,31017ab6-b87c-420d-875f-7b1dfb312be0,yolov8n,1,bicycle
5425389979_390e3f3881_z.jpg,1b31cdd2-0387-4806-ab9b-01864ddb9e26,aggregated,1,person
5425389979_390e3f3881_z.jpg,1b31cdd2-0387-4806-ab9b-01864ddb9e26,yolov5n,1,person
5425389979_390e3f3881_z.jpg,1b31cdd2-0387-4806-ab9b-01864ddb9e26,yolov8n,1,person
15083791924_c7195faca3_z.jpg,97128b83-235b-48fa-a85e-1fb2277291b3,aggregated,1,person
15083791924_c7195faca3_z.jpg,97128b83-235b-48fa-a85e-1fb2277291b3,yolov5n,1,person
15083791924_c7195faca3_z.jpg,97128b83-235b-48fa-a85e-1fb2277291b3,yolov8n,1,person
412652687_4d6cb46129_z.jpg,5bde09e8-f183-4ecb-b0cf-411a8f3db51d,aggregated,1,cat
412652687_4d6cb46129_z.jpg,5bde09e8-f183-4ecb-b0cf-411a8f3db51d,yolov5n,0,cat
412652687_4d6cb46129_z.jpg,5bde09e8-f183-4ecb-b0cf-411a8f3db51d,yolov8n,1,cat
6985531639_71621c1e69_z.jpg,2394d6b0-c6d9-40b1-963e-a3e45c0de223,aggregated,1,person
6985531639_71621c1e69_z.jpg,2394d6b0-c6d9-40b1-963e-a3e45c0de223,yolov5n,1,person
6985531639_71621c1e69_z.jpg,2394d6b0-c6d9-40b1-963e-a3e45c0de223,yolov8n,1,person
2392419690_8495e2b2c9_z.jpg,2ee3d424-d044-46ee-9072-3f7a4155c7c1,aggregated,1,person
2392419690_8495e2b2c9_z.jpg,2ee3d424-d044-46ee-9072-3f7a4155c7c1,yolov5n,1,person
2392419690_8495e2b2c9_z.jpg,2ee3d424-d044-46ee-9072-3f7a4155c7c1,yolov8n,1,person
1570552254_fcac0be216_z.jpg,0092850c-e758-42a0-a9b2-eb5d160ea28b,aggregated,0,dog
1570552254_fcac0be216_z.jpg,0092850c-e758-42a0-a9b2-eb5d160ea28b,yolov5n,0,dog
1570552254_fcac0be216_z.jpg,0092850c-e758-42a0-a9b2-eb5d160ea28b,yolov8n,0,dog
7175939730_9a03853d4c_z.jpg,90b7fdd8-1af5-40c1-aa02-dc427ec489b4,aggregated,0,cat
7175939730_9a03853d4c_z.jpg,90b7fdd8-1af5-40c1-aa02-dc427ec489b4,yolov5n,0,cat
7175939730_9a03853d4c_z.jpg,90b7fdd8-1af5-40c1-aa02-dc427ec489b4,yolov8n,0,cat
432591931_4789d0f0f1_z.jpg,e32b082f-6992-4004-a2db-0215f71dec66,aggregated,1,car
432591931_4789d0f0f1_z.jpg,e32b082f-6992-4004-a2db-0215f71dec66,yolov5n,1,car
432591931_4789d0f0f1_z.jpg,e32b082f-6992-4004-a2db-0215f71dec66,yolov8n,1,car
6459633873_5effb4b6e5_z.jpg,83506889-21ad-4f91-a528-964ba6edac65,aggregated,1,bicycle
6459633873_5effb4b6e5_z.jpg,83506889-21ad-4f91-a528-964ba6edac65,yolov5n,1,bicycle
6459633873_5effb4b6e5_z.jpg,83506889-21ad-4f91-a528-964ba6edac65,yolov8n,1,bicycle
8031274301_1d9bc9b665_z.jpg,bfead6ee-4ae8-4c58-bd72-f17a9e4b42c8,aggregated,1,person
8031274301_1d9bc9b665_z.jpg,bfead6ee-4ae8-4c58-bd72-f17a9e4b42c8,yolov5n,1,person
8031274301_1d9bc9b665_z.jpg,bfead6ee-4ae8-4c58-bd72-f17a9e4b42c8,yolov8n,1,person
224422461_dddd4c8e99_z.jpg,c11245c5-5470-44e8-9228-282621b0c24c,aggregated,1,bicycle
224422461_dddd4c8e99_z.jpg,c11245c5-5470-44e8-9228-282621b0c24c,yolov5n,0,bicycle
224422461_dddd4c8e99_z.jpg,c11245c5-5470-44e8-9228-282621b0c24c,yolov8n,1,bicycle
6102395478_8c004e1142_z.jpg,ff15236f-6ac2-46b2-bdaa-5460d0aafad3,aggregated,0,bicycle
6102395478_8c004e1142_z.jpg,ff15236f-6ac2-46b2-bdaa-5460d0aafad3,yolov5n,0,bicycle
6102395478_8c004e1142_z.jpg,ff15236f-6ac2-46b2-bdaa-5460d0aafad3,yolov8n,0,bicycle
15392489891_905432249f_z.jpg,34b41984-bc45-4b90-8346-9fadfa4d58d9,aggregated,1,person
15392489891_905432249f_z.jpg,34b41984-bc45-4b90-8346-9fadfa4d58d9,yolov5n,1,person
15392489891_905432249f_z.jpg,34b41984-bc45-4b90-8346-9fadfa4d58d9,yolov8n,1,person
16982913298_aa90f2a62b_z.jpg,a05f4ee2-abee-4132-8c87-afb3fad8aec3,aggregated,1,car
16982913298_aa90f2a62b_z.jpg,a05f4ee2-abee-4132-8c87-afb3fad8aec3,yolov5n,1,car
16982913298_aa90f2a62b_z.jpg,a05f4ee2-abee-4132-8c87-afb3fad8aec3,yolov8n,1,car
3462334590_2b8f39c540_z.jpg,781c2a51-52d4-4a51-9a0b-134758f68533,aggregated,1,dog
3462334590_2b8f39c540_z.jpg,781c2a51-52d4-4a51-9a0b-134758f68533,yolov5n,1,dog
3462334590_2b8f39c540_z.jpg,781c2a51-52d4-4a51-9a0b-134758f68533,yolov8n,1,dog
234597792_a9f1e7e7a9_z.jpg,17b14575-5169-4326-8061-035564feda56,aggregated,0,bicycle
234597792_a9f1e7e7a9_z.jpg,17b14575-5169-4326-8061-035564feda56,yolov5n,0,bicycle
234597792_a9f1e7e7a9_z.jpg,17b14575-5169-4326-8061-035564feda56,yolov8n,0,bicycle
438887381_0a2a4e97e4_z.jpg,314e243d-474a-4303-9cc9-abe4bcb6d1bf,aggregated,1,cat
438887381_0a2a4e97e4_z.jpg,314e243d-474a-4303-9cc9-abe4bcb6d1bf,yolov5n,0,cat
438887381_0a2a4e97e4_z.jpg,314e243d-474a-4303-9cc9-abe4bcb6d1bf,yolov8n,1,cat
7928462126_bb6f3a98bf_z.jpg,741643eb-3b15-42d8-8638-62bfaa8e2786,aggregated,1,dog
7928462126_bb6f3a98bf_z.jpg,741643eb-3b15-42d8-8638-62bfaa8e2786,yolov5n,0,dog
7928462126_bb6f3a98bf_z.jpg,741643eb-3b15-42d8-8638-62bfaa8e2786,yolov8n,1,dog
4901520304_aa5c10705e_z.jpg,c67df722-0663-400c-8e56-867525ffdbde,aggregated,1,person
4901520304_aa5c10705e_z.jpg,c67df722-0663-400c-8e56-867525ffdbde,yolov5n,1,person
4901520304_aa5c10705e_z.jpg,c67df722-0663-400c-8e56-867525ffdbde,yolov8n,1,person
6141562070_11880edf2e_z.jpg,41322a1d-9fe4-4ffe-8b2c-ffb0c5ae302f,aggregated,0,bicycle
6141562070_11880edf2e_z.jpg,41322a1d-9fe4-4ffe-8b2c-ffb0c5ae302f,yolov5n,0,bicycle
6141562070_11880edf2e_z.jpg,41322a1d-9fe4-4ffe-8b2c-ffb0c5ae302f,yolov8n,0,bicycle
5290576324_881daf8265_z.jpg,d6c98e59-a0a9-4db0-a895-21a49bd21324,aggregated,1,dog
5290576324_881daf8265_z.jpg,d6c98e59-a0a9-4db0-a895-21a49bd21324,yolov5n,0,dog
5290576324_881daf8265_z.jpg,d6c98e59-a0a9-4db0-a895-21a49bd21324,yolov8n,1,dog
82706249_bf54b24c4e_z.jpg,4eaf0909-dde4-4da2-b68e-f99fdeecae96,aggregated,1,car
82706249_bf54b24c4e_z.jpg,4eaf0909-dde4-4da2-b68e-f99fdeecae96,yolov5n,1,car
82706249_bf54b24c4e_z.jpg,4eaf0909-dde4-4da2-b68e-f99fdeecae96,yolov8n,1,car
2179537346_d695661bbc_z.jpg,55b1afcb-9f1c-4a8b-98ea-f2800e0e5239,aggregated,0,bicycle
2179537346_d695661bbc_z.jpg,55b1afcb-9f1c-4a8b-98ea-f2800e0e5239,yolov5n,0,bicycle
2179537346_d695661bbc_z.jpg,55b1afcb-9f1c-4a8b-98ea-f2800e0e5239,yolov8n,0,bicycle
3607850542_a3577913d7_z.jpg,f9f5a2cf-5676-44f6-a8a1-a61e33510012,aggregated,1,cat
3607850542_a3577913d7_z.jpg,f9f5a2cf-5676-44f6-a8a1-a61e33510012,yolov5n,0,cat
3607850542_a3577913d7_z.jpg,f9f5a2cf-5676-44f6-a8a1-a61e33510012,yolov8n,1,cat
19299023856_077e45c472_z.jpg,3aa26365-a8f5-4da0-b78b-7b8489e1e132,aggregated,1,car
19299023856_077e45c472_z.jpg,3aa26365-a8f5-4da0-b78b-7b8489e1e132,yolov5n,1,car
19299023856_077e45c472_z.jpg,3aa26365-a8f5-4da0-b78b-7b8489e1e132,yolov8n,1,car
14507981482_c50d893620_z.jpg,24e5bd9e-b602-4ecf-a15c-90fbf19aa563,aggregated,1,person
14507981482_c50d893620_z.jpg,24e5bd9e-b602-4ecf-a15c-90fbf19aa563,yolov5n,1,person
14507981482_c50d893620_z.jpg,24e5bd9e-b602-4ecf-a15c-90fbf19aa563,yolov8n,1,person
2861862980_8aab1934f0_z.jpg,31cdb39d-2e47-4421-ad60-02d660055d57,aggregated,1,cat
2861862980_8aab1934f0_z.jpg,31cdb39d-2e47-4421-ad60-02d660055d57,yolov5n,0,cat
2861862980_8aab1934f0_z.jpg,31cdb39d-2e47-4421-ad60-02d660055d57,yolov8n,1,cat
14811525368_d8b774e40a_z.jpg,323c6e66-9cbd-40d4-999e-8d7afc8be49d,aggregated,0,bicycle
14811525368_d8b774e40a_z.jpg,323c6e66-9cbd-40d4-999e-8d7afc8be49d,yolov5n,0,bicycle
14811525368_d8b774e40a_z.jpg,323c6e66-9cbd-40d4-999e-8d7afc8be49d,yolov8n,0,bicycle
3291298501_9a8eed3fa0_z.jpg,71dacc93-7598-420d-b39d-90881452a6f8,aggregated,1,dog
3291298501_9a8eed3fa0_z.jpg,71dacc93-7598-420d-b39d-90881452a6f8,yolov5n,0,dog
3291298501_9a8eed3fa0_z.jpg,71dacc93-7598-420d-b39d-90881452a6f8,yolov8n,0,dog
11983632613_4efcf5f3d3_z.jpg,d5db9519-3abf-4d92-b78f-2109f54fba35,aggregated,1,person
11983632613_4efcf5f3d3_z.jpg,d5db9519-3abf-4d92-b78f-2109f54fba35,yolov5n,1,person
11983632613_4efcf5f3d3_z.jpg,d5db9519-3abf-4d92-b78f-2109f54fba35,yolov8n,1,person
6111783458_61cc1f0f88_z.jpg,d077c79f-8c3a-4dfc-a875-ea5b725b53cd,aggregated,1,person
6111783458_61cc1f0f88_z.jpg,d077c79f-8c3a-4dfc-a875-ea5b725b53cd,yolov5n,1,person
6111783458_61cc1f0f88_z.jpg,d077c79f-8c3a-4dfc-a875-ea5b725b53cd,yolov8n,1,person
2592416858_f849d2ac8f_z.jpg,72c48878-f3b9-437c-98fd-df0c0c384eb5,aggregated,1,dog
2592416858_f849d2ac8f_z.jpg,72c48878-f3b9-437c-98fd-df0c0c384eb5,yolov5n,0,dog
2592416858_f849d2ac8f_z.jpg,72c48878-f3b9-437c-98fd-df0c0c384eb5,yolov8n,1,dog
2433596596_377bb91619_z.jpg,f9599cbb-9a92-4242-8f0e-3f105789c76b,aggregated,0,dog
2433596596_377bb91619_z.jpg,f9599cbb-9a92-4242-8f0e-3f105789c76b,yolov5n,0,dog
2433596596_377bb91619_z.jpg,f9599cbb-9a92-4242-8f0e-3f105789c76b,yolov8n,0,dog
8538565946_199e28b584_z.jpg,8bff810c-23cc-4e70-a64e-aeee964eabe4,aggregated,1,person
8538565946_199e28b584_z.jpg,8bff810c-23cc-4e70-a64e-aeee964eabe4,yolov5n,1,person
8538565946_199e28b584_z.jpg,8bff810c-23cc-4e70-a64e-aeee964eabe4,yolov8n,1,person
31792151_e1e4c47427_z.jpg,2125fd2f-12ed-42c7-bddf-ed5c6689f8dc,aggregated,1,cat
31792151_e1e4c47427_z.jpg,2125fd2f-12ed-42c7-bddf-ed5c6689f8dc,yolov5n,0,cat
31792151_e1e4c47427_z.jpg,2125fd2f-12ed-42c7-bddf-ed5c6689f8dc,yolov8n,1,cat
5484042252_37ce385b5f_z.jpg,a8280a50-5a4c-4a8c-9157-925a3b76f40f,aggregated,1,car
5484042252_37ce385b5f_z.jpg,a8280a50-5a4c-4a8c-9157-925a3b76f40f,yolov5n,1,car
5484042252_37ce385b5f_z.jpg,a8280a50-5a4c-4a8c-9157-925a3b76f40f,yolov8n,1,car
