Image ID,Model,Class,Correctly detect,Number of objects detected,Width,Height,Object width,Object height,Object to Image percentage
7782123174_dbda292cef_z.jpg,yolov8n,car,1,2,640,480,94.0,131.0,0.04008463541666667
2468082692_49ec682990_z.jpg,aggregated,car,0,3,640,480,0,0,0
2468082692_49ec682990_z.jpg,yolov5n,car,0,2,640,480,0,0,0
2468082692_49ec682990_z.jpg,yolov8n,car,0,1,640,480,0,0,0
5007439610_5bb351fc1f_z.jpg,aggregated,car,1,1,640,480,211.0,148.0,0.10165364583333333
5007439610_5bb351fc1f_z.jpg,yolov5n,car,0,1,640,480,0,0,0
5007439610_5bb351fc1f_z.jpg,yolov8n,car,1,1,640,480,211.0,148.0,0.10165364583333333
3959888385_3580cd572c_z.jpg,aggregated,cat,1,2,494,639,475.0,464.0,0.6982063320091489
3959888385_3580cd572c_z.jpg,yolov5n,cat,1,1,494,639,425.37071323394775,366.84747314453125,0.49433949585815623
3959888385_3580cd572c_z.jpg,yolov8n,cat,1,1,494,639,475.0,464.0,0.6982063320091489
17554656478_22dea58ed2_z.jpg,aggregated,car,0,2,640,419,0,0,0
17554656478_22dea58ed2_z.jpg,yolov5n,car,0,1,640,419,0,0,0
17554656478_22dea58ed2_z.jpg,yolov8n,car,0,1,640,419,0,0,0
5753318048_1cde42cb1f_z.jpg,aggregated,dog,0,2,640,512,0,0,0
5753318048_1cde42cb1f_z.jpg,yolov5n,dog,0,1,640,512,0,0,0
5753318048_1cde42cb1f_z.jpg,yolov8n,dog,0,1,640,512,0,0,0
1110261834_4068e20626_z.jpg,aggregated,cat,1,2,640,480,433.0,450.0,0.63427734375
1110261834_4068e20626_z.jpg,yolov5n,cat,0,1,640,480,0,0,0
1110261834_4068e20626_z.jpg,yolov8n,cat,1,1,640,480,433.0,450.0,0.63427734375
1570552254_fcac0be216_z.jpg,aggregated,dog,0,4,640,428,0,0,0
1570552254_fcac0be216_z.jpg,yolov5n,dog,0,3,640,428,0,0,0
1570552254_fcac0be216_z.jpg,yolov8n,dog,0,4,640,428,0,0,0
2698863450_3a10857081_z.jpg,aggregated,dog,1,1,639,590,430.0,569.0,0.6489748282538925
2698863450_3a10857081_z.jpg,yolov8n,dog,1,1,639,590,430.0,569.0,0.6489748282538925
4029738064_00c4cd038b_z.jpg,aggregated,person,1,2,640,425,265.0,348.0,0.33904411764705883
4029738064_00c4cd038b_z.jpg,yolov8n,person,1,2,640,425,265.0,348.0,0.33904411764705883
2882148223_72d4df2a8e_z.jpg,aggregated,bicycle,1,1,640,480,602.0,397.0,0.7779752604166666
2882148223_72d4df2a8e_z.jpg,yolov8n,bicycle,1,1,640,480,602.0,397.0,0.7779752604166666
15490190390_d64fe16141_z.jpg,aggregated,car,1,3,640,426,349.0,158.0,0.20225205399061033
15490190390_d64fe16141_z.jpg,yolov5n,car,1,2,640,426,351.13616943359375,151.36126708984375,0.19493990436672098
15490190390_d64fe16141_z.jpg,yolov8n,car,1,3,640,426,245.0,93.0,0.08357174295774648
3069852951_85b984b709_z.jpg,aggregated,cat,1,1,639,474,636.0,461.0,0.9680077652978348
3069852951_85b984b709_z.jpg,yolov8n,cat,1,1,639,474,636.0,461.0,0.9680077652978348
7581740758_a1c5cf246e_z.jpg,aggregated,person,1,2,427,640,409.0,551.0,0.8246450526932084
7581740758_a1c5cf246e_z.jpg,yolov5n,person,1,1,427,640,392.99122619628906,573.1054992675781,0.824156297193362
7581740758_a1c5cf246e_z.jpg,yolov8n,person,1,1,427,640,409.0,551.0,0.8246450526932084
7270802858_c6e2b115e4_z.jpg,aggregated,dog,1,9,640,640,387.0,306.0,0.2891162109375
7270802858_c6e2b115e4_z.jpg,yolov5n,dog,1,6,640,640,390.762451171875,262.0641174316406,0.2500117599897021
7270802858_c6e2b115e4_z.jpg,yolov8n,dog,1,5,640,640,387.0,306.0,0.2891162109375
3703720579_4a2cf4af15_z.jpg,aggregated,cat,1,1,640,478,289.0,355.0,0.3353654550209205
3703720579_4a2cf4af15_z.jpg,yolov5n,cat,1,1,640,478,292.0400390625,355.8216247558594,0.33967756666116433
3703720579_4a2cf4af15_z.jpg,yolov8n,cat,1,1,640,478,289.0,355.0,0.3353654550209205
4484760806_dc814d2ce2_z.jpg,aggregated,bicycle,1,4,425,640,341.0,269.0,0.3372389705882353
4484760806_dc814d2ce2_z.jpg,yolov5n,bicycle,1,2,425,640,361.6128692626953,262.90220642089844,0.3495177249976268
4484760806_dc814d2ce2_z.jpg,yolov8n,bicycle,1,2,425,640,341.0,269.0,0.3372389705882353
7270802858_c6e2b115e4_z.jpg,aggregated,dog,1,9,640,640,387.0,306.0,0.2891162109375
7270802858_c6e2b115e4_z.jpg,yolov5n,dog,1,6,640,640,390.762451171875,262.0641174316406,0.2500117599897021
7270802858_c6e2b115e4_z.jpg,yolov8n,dog,1,5,640,640,387.0,306.0,0.2891162109375
15237426722_a51d199f2f_z.jpg,aggregated,cat,1,1,640,520,473.0,442.0,0.628203125
15237426722_a51d199f2f_z.jpg,yolov8n,cat,1,1,640,520,473.0,442.0,0.628203125
7548613890_a6272237ac_z.jpg,aggregated,bicycle,1,4,480,640,258.0,271.0,0.22759765625
7548613890_a6272237ac_z.jpg,yolov5n,bicycle,1,2,480,640,254.9010009765625,200.31743621826172,0.16621456707387247
7548613890_a6272237ac_z.jpg,yolov8n,bicycle,1,2,480,640,258.0,271.0,0.22759765625
2667833832_bf9ddddac5_z.jpg,aggregated,cat,1,3,480,640,389.0,593.0,0.7509016927083333
2667833832_bf9ddddac5_z.jpg,yolov5n,cat,0,1,480,640,0,0,0
2667833832_bf9ddddac5_z.jpg,yolov8n,cat,1,2,480,640,389.0,593.0,0.7509016927083333
258460789_c4baeb300a_z.jpg,aggregated,cat,1,2,639,472,428.0,449.0,0.6371581655659001
258460789_c4baeb300a_z.jpg,yolov5n,cat,1,1,639,472,607.2212104797363,441.90366554260254,0.8896756011319715
258460789_c4baeb300a_z.jpg,yolov8n,cat,1,1,639,472,428.0,449.0,0.6371581655659001
16433605163_8c9393beb1_z.jpg,aggregated,person,1,18,640,480,27.0,119.0,0.010458984375
16433605163_8c9393beb1_z.jpg,yolov5n,person,1,11,640,480,78.0103759765625,237.6474151611328,0.06034819077662178
16433605163_8c9393beb1_z.jpg,yolov8n,person,1,14,640,480,27.0,119.0,0.010458984375
2883059364_a6ccfaf69a_z.jpg,aggregated,bicycle,0,3,640,480,0,0,0
2883059364_a6ccfaf69a_z.jpg,yolov5n,bicycle,0,1,640,480,0,0,0
2883059364_a6ccfaf69a_z.jpg,yolov8n,bicycle,0,2,640,480,0,0,0
3197300261_4e5e9c5e3e_z.jpg,aggregated,dog,1,2,640,640,421.0,511.0,0.52522216796875
3197300261_4e5e9c5e3e_z.jpg,yolov5n,dog,1,1,640,640,434.1306457519531,534.5213317871094,0.5665334251389936
3197300261_4e5e9c5e3e_z.jpg,yolov8n,dog,1,1,640,640,421.0,511.0,0.52522216796875
11381011104_36225e2ccc_z.jpg,aggregated,dog,0,2,640,543,0,0,0
11381011104_36225e2ccc_z.jpg,yolov5n,dog,0,1,640,543,0,0,0
11381011104_36225e2ccc_z.jpg,yolov8n,dog,0,1,640,543,0,0,0
12041194676_da91e0d068_z.jpg,aggregated,cat,1,2,640,427,460.0,374.0,0.6295374707259953
12041194676_da91e0d068_z.jpg,yolov5n,cat,1,1,640,427,459.4483642578125,352.0386505126953,0.5918602976199707
12041194676_da91e0d068_z.jpg,yolov8n,cat,1,1,640,427,460.0,374.0,0.6295374707259953
4763265058_6c6dbb9abe_z.jpg,aggregated,bicycle,0,2,640,427,0,0,0
4763265058_6c6dbb9abe_z.jpg,yolov5n,bicycle,0,1,640,427,0,0,0
4763265058_6c6dbb9abe_z.jpg,yolov8n,bicycle,0,1,640,427,0,0,0
16658372825_affc436763_z.jpg,aggregated,person,1,2,369,640,151.0,392.0,0.25064363143631435
16658372825_affc436763_z.jpg,yolov5n,person,1,1,369,640,174.25019073486328,400.109375,0.29521991407756154
16658372825_affc436763_z.jpg,yolov8n,person,1,1,369,640,151.0,392.0,0.25064363143631435
2718097307_1fb900f17a_z.jpg,aggregated,cat,1,2,640,427,388.0,218.0,0.30951405152224826
2718097307_1fb900f17a_z.jpg,yolov5n,cat,1,1,640,427,413.24920654296875,214.9359893798828,0.3250224204799639
2718097307_1fb900f17a_z.jpg,yolov8n,cat,1,1,640,427,388.0,218.0,0.30951405152224826
15543230406_71c5a59208_z.jpg,aggregated,person,1,4,640,463,408.0,365.0,0.5025647948164147
15543230406_71c5a59208_z.jpg,yolov5n,person,1,2,640,463,359.71990966796875,379.23167419433594,0.46037116490422203
15543230406_71c5a59208_z.jpg,yolov8n,person,1,2,640,463,408.0,365.0,0.5025647948164147
5336089950_d2f4618519_z.jpg,aggregated,car,0,1,640,384,0,0,0
5336089950_d2f4618519_z.jpg,yolov5n,car,0,1,640,384,0,0,0
3157735385_c9e7580f03_z.jpg,aggregated,car,0,1,640,471,0,0,0
3157735385_c9e7580f03_z.jpg,yolov5n,car,1,1,640,471,636.3687744140625,222.3772735595703,0.4694597698800573
3157735385_c9e7580f03_z.jpg,yolov8n,car,0,1,640,471,0,0,0
13368340424_5c1f322f72_z.jpg,aggregated,bicycle,1,2,640,480,589.0,451.0,0.8647102864583334
13368340424_5c1f322f72_z.jpg,yolov5n,bicycle,1,1,640,480,594.088623046875,468.47808837890625,0.9059814532964083
13368340424_5c1f322f72_z.jpg,yolov8n,bicycle,1,1,640,480,589.0,451.0,0.8647102864583334
7270802858_c6e2b115e4_z.jpg,aggregated,dog,1,9,640,640,387.0,306.0,0.2891162109375
7270802858_c6e2b115e4_z.jpg,yolov5n,dog,1,6,640,640,390.762451171875,262.0641174316406,0.2500117599897021
7270802858_c6e2b115e4_z.jpg,yolov8n,dog,1,5,640,640,387.0,306.0,0.2891162109375
3413987789_b607473327_z.jpg,aggregated,car,1,8,640,480,74.0003662109375,51.07884979248047,0.012304210905849686
3413987789_b607473327_z.jpg,yolov5n,car,1,7,640,480,74.0003662109375,51.07884979248047,0.012304210905849686
3413987789_b607473327_z.jpg,yolov8n,car,1,5,640,480,74.0,50.0,0.012044270833333334
5763085728_cd042a4cb0_z.jpg,aggregated,car,1,2,640,428,547.0,240.0,0.4792640186915888
5763085728_cd042a4cb0_z.jpg,yolov5n,car,0,1,640,428,0,0,0
5763085728_cd042a4cb0_z.jpg,yolov8n,car,1,1,640,428,547.0,240.0,0.4792640186915888
8730902798_bfe9360f4e_z.jpg,aggregated,dog,0,2,640,480,0,0,0
8730902798_bfe9360f4e_z.jpg,yolov5n,dog,0,1,640,480,0,0,0
8730902798_bfe9360f4e_z.jpg,yolov8n,dog,0,1,640,480,0,0,0
4991188769_8642331e2c_z.jpg,aggregated,cat,1,2,640,448,576.0,425.0,0.8537946428571429
4991188769_8642331e2c_z.jpg,yolov5n,cat,1,1,640,448,609.995361328125,439.6023712158203,0.9352518389735451
4991188769_8642331e2c_z.jpg,yolov8n,cat,1,1,640,448,576.0,425.0,0.8537946428571429
449567850_48a3c60a6f_z.jpg,aggregated,cat,1,1,640,398,633.0,368.0,0.9145100502512563
449567850_48a3c60a6f_z.jpg,yolov8n,cat,1,1,640,398,633.0,368.0,0.9145100502512563
3604271495_1cacccec06_z.jpg,aggregated,bicycle,0,2,640,427,0,0,0
3604271495_1cacccec06_z.jpg,yolov8n,bicycle,0,2,640,427,0,0,0
1908136167_cae3414e7e_z.jpg,aggregated,bicycle,1,4,640,428,165.0,340.0,0.20480432242990654
1908136167_cae3414e7e_z.jpg,yolov5n,bicycle,1,1,640,428,83.36083984375,269.55902099609375,0.08203368274566814
1908136167_cae3414e7e_z.jpg,yolov8n,bicycle,1,4,640,428,83.0,266.0,0.08060017523364486
9573099282_bbc0b12c70_z.jpg,aggregated,cat,1,1,640,487,631.0,479.0,0.9697414014373716
9573099282_bbc0b12c70_z.jpg,yolov8n,cat,1,1,640,487,631.0,479.0,0.9697414014373716
5816846412_7b6fa97da0_z.jpg,aggregated,bicycle,1,5,640,427,452.0,396.0,0.654976580796253
