Image ID,Model,correctly_detect,true_class
858829152_629399f0a4_z_degraded.jpg,yolov8n,1,cat
8960442702_6c931904f0_z_degraded.jpg,aggregated,1,person
8960442702_6c931904f0_z_degraded.jpg,yolov5n,1,person
8960442702_6c931904f0_z_degraded.jpg,yolov8n,1,person
7283869010_60b2e311b5_z_degraded.jpg,aggregated,1,dog
7283869010_60b2e311b5_z_degraded.jpg,yolov5n,0,dog
7283869010_60b2e311b5_z_degraded.jpg,yolov8n,1,dog
438887381_0a2a4e97e4_z_degraded.jpg,aggregated,1,cat
438887381_0a2a4e97e4_z_degraded.jpg,yolov5n,1,cat
438887381_0a2a4e97e4_z_degraded.jpg,yolov8n,1,cat
5336089950_d2f4618519_z_degraded.jpg,aggregated,1,car
5336089950_d2f4618519_z_degraded.jpg,yolov5n,0,car
5336089950_d2f4618519_z_degraded.jpg,yolov8n,1,car
17554656478_22dea58ed2_z_degraded.jpg,aggregated,0,car
17554656478_22dea58ed2_z_degraded.jpg,yolov5n,0,car
17554656478_22dea58ed2_z_degraded.jpg,yolov8n,0,car
3283350420_d2b4b8fef3_z_degraded.jpg,aggregated,1,cat
3283350420_d2b4b8fef3_z_degraded.jpg,yolov5n,0,cat
3283350420_d2b4b8fef3_z_degraded.jpg,yolov8n,1,cat
5971377496_abc7d794c7_z_degraded.jpg,aggregated,1,bicycle
5971377496_abc7d794c7_z_degraded.jpg,yolov5n,1,bicycle
5971377496_abc7d794c7_z_degraded.jpg,yolov8n,1,bicycle
2918687630_5108e3e2ab_z_degraded.jpg,aggregated,0,car
2918687630_5108e3e2ab_z_degraded.jpg,yolov5n,0,car
2918687630_5108e3e2ab_z_degraded.jpg,yolov8n,0,car
3353007655_56889b94a7_z_degraded.jpg,aggregated,1,bicycle
3353007655_56889b94a7_z_degraded.jpg,yolov5n,1,bicycle
3353007655_56889b94a7_z_degraded.jpg,yolov8n,1,bicycle
8651904899_c2632fe751_z_degraded.jpg,aggregated,0,bicycle
8651904899_c2632fe751_z_degraded.jpg,yolov5n,0,bicycle
8651904899_c2632fe751_z_degraded.jpg,yolov8n,0,bicycle
2365652301_0de626bd97_z_degraded.jpg,aggregated,1,person
2365652301_0de626bd97_z_degraded.jpg,yolov5n,1,person
2365652301_0de626bd97_z_degraded.jpg,yolov8n,1,person
7166182137_a5679c9fa4_z_degraded.jpg,aggregated,1,person
7166182137_a5679c9fa4_z_degraded.jpg,yolov5n,1,person
7166182137_a5679c9fa4_z_degraded.jpg,yolov8n,1,person
4370423313_49f3722e85_z_degraded.jpg,aggregated,1,car
4370423313_49f3722e85_z_degraded.jpg,yolov5n,1,car
4370423313_49f3722e85_z_degraded.jpg,yolov8n,1,car
2787764752_0277f5bbb2_z_degraded.jpg,aggregated,0,dog
2787764752_0277f5bbb2_z_degraded.jpg,yolov5n,0,dog
2787764752_0277f5bbb2_z_degraded.jpg,yolov8n,0,dog
1553312291_c0cae48a37_z_degraded.jpg,aggregated,1,bicycle
1553312291_c0cae48a37_z_degraded.jpg,yolov5n,1,bicycle
1553312291_c0cae48a37_z_degraded.jpg,yolov8n,1,bicycle
2918687630_5108e3e2ab_z_degraded.jpg,aggregated,0,car
2918687630_5108e3e2ab_z_degraded.jpg,yolov5n,0,car
2918687630_5108e3e2ab_z_degraded.jpg,yolov8n,0,car
2534669669_0c1d10c3e6_z_degraded.jpg,aggregated,1,person
2534669669_0c1d10c3e6_z_degraded.jpg,yolov5n,1,person
2534669669_0c1d10c3e6_z_degraded.jpg,yolov8n,1,person
3499391979_76c0c01a3c_z_degraded.jpg,aggregated,1,car
3499391979_76c0c01a3c_z_degraded.jpg,yolov5n,1,car
3499391979_76c0c01a3c_z_degraded.jpg,yolov8n,1,car
5048937296_7c707f1d71_z_degraded.jpg,aggregated,1,cat
5048937296_7c707f1d71_z_degraded.jpg,yolov5n,1,cat
5048937296_7c707f1d71_z_degraded.jpg,yolov8n,1,cat
541124874_7247349bb7_z_degraded.jpg,aggregated,1,bicycle
541124874_7247349bb7_z_degraded.jpg,yolov5n,1,bicycle
541124874_7247349bb7_z_degraded.jpg,yolov8n,1,bicycle
19577109682_a0282d8678_z_degraded.jpg,aggregated,0,car
19577109682_a0282d8678_z_degraded.jpg,yolov5n,0,car
19577109682_a0282d8678_z_degraded.jpg,yolov8n,0,car
2525539133_73f08a9471_z_degraded.jpg,aggregated,1,car
2525539133_73f08a9471_z_degraded.jpg,yolov5n,1,car
2525539133_73f08a9471_z_degraded.jpg,yolov8n,1,car
5048937296_7c707f1d71_z_degraded.jpg,aggregated,1,cat
5048937296_7c707f1d71_z_degraded.jpg,yolov5n,1,cat
5048937296_7c707f1d71_z_degraded.jpg,yolov8n,1,cat
2592416858_f849d2ac8f_z_degraded.jpg,aggregated,1,dog
2592416858_f849d2ac8f_z_degraded.jpg,yolov5n,1,dog
2592416858_f849d2ac8f_z_degraded.jpg,yolov8n,1,dog
1110261834_4068e20626_z_degraded.jpg,aggregated,1,cat
1110261834_4068e20626_z_degraded.jpg,yolov5n,0,cat
1110261834_4068e20626_z_degraded.jpg,yolov8n,1,cat
34095624_ce7c705614_z_degraded.jpg,aggregated,0,dog
34095624_ce7c705614_z_degraded.jpg,yolov5n,0,dog
34095624_ce7c705614_z_degraded.jpg,yolov8n,0,dog
4370423313_49f3722e85_z_degraded.jpg,aggregated,1,car
4370423313_49f3722e85_z_degraded.jpg,yolov5n,1,car
4370423313_49f3722e85_z_degraded.jpg,yolov8n,1,car
890847666_ec8eaecf88_z_degraded.jpg,aggregated,1,dog
890847666_ec8eaecf88_z_degraded.jpg,yolov5n,1,dog
890847666_ec8eaecf88_z_degraded.jpg,yolov8n,1,dog
7166182137_a5679c9fa4_z_degraded.jpg,aggregated,1,person
7166182137_a5679c9fa4_z_degraded.jpg,yolov5n,1,person
7166182137_a5679c9fa4_z_degraded.jpg,yolov8n,1,person
14711690133_019fe56eb5_z_degraded.jpg,aggregated,1,cat
14711690133_019fe56eb5_z_degraded.jpg,yolov5n,0,cat
14711690133_019fe56eb5_z_degraded.jpg,yolov8n,1,cat
6499183869_45bb8908c3_z_degraded.jpg,aggregated,1,person
6499183869_45bb8908c3_z_degraded.jpg,yolov5n,1,person
6499183869_45bb8908c3_z_degraded.jpg,yolov8n,1,person
138805025_80da2e3a82_z_degraded.jpg,aggregated,1,cat
138805025_80da2e3a82_z_degraded.jpg,yolov5n,0,cat
138805025_80da2e3a82_z_degraded.jpg,yolov8n,1,cat
2169952827_05bddc305e_z_degraded.jpg,aggregated,1,dog
2169952827_05bddc305e_z_degraded.jpg,yolov5n,1,dog
2169952827_05bddc305e_z_degraded.jpg,yolov8n,1,dog
84410494_ab268290cf_z_degraded.jpg,aggregated,0,dog
84410494_ab268290cf_z_degraded.jpg,yolov5n,0,dog
84410494_ab268290cf_z_degraded.jpg,yolov8n,0,dog
6111783458_61cc1f0f88_z_degraded.jpg,aggregated,1,person
6111783458_61cc1f0f88_z_degraded.jpg,yolov5n,1,person
6111783458_61cc1f0f88_z_degraded.jpg,yolov8n,1,person
9159634981_ea2947ff02_z_degraded.jpg,aggregated,0,dog
9159634981_ea2947ff02_z_degraded.jpg,yolov5n,0,dog
9159634981_ea2947ff02_z_degraded.jpg,yolov8n,0,dog
14786765330_5d381d2451_z_degraded.jpg,aggregated,1,car
14786765330_5d381d2451_z_degraded.jpg,yolov5n,1,car
14786765330_5d381d2451_z_degraded.jpg,yolov8n,1,car
2296897953_08627d83a0_z_degraded.jpg,aggregated,1,dog
2296897953_08627d83a0_z_degraded.jpg,yolov5n,1,dog
2296897953_08627d83a0_z_degraded.jpg,yolov8n,1,dog
7163490183_0dff14b5d6_z_degraded.jpg,aggregated,1,person
7163490183_0dff14b5d6_z_degraded.jpg,yolov5n,1,person
7163490183_0dff14b5d6_z_degraded.jpg,yolov8n,0,person
2883059364_a6ccfaf69a_z_degraded.jpg,aggregated,1,bicycle
2883059364_a6ccfaf69a_z_degraded.jpg,yolov5n,1,bicycle
2883059364_a6ccfaf69a_z_degraded.jpg,yolov8n,1,bicycle
5210291488_fe9939bdf1_z_degraded.jpg,aggregated,1,person
5210291488_fe9939bdf1_z_degraded.jpg,yolov5n,1,person
5210291488_fe9939bdf1_z_degraded.jpg,yolov8n,1,person
5387089136_efcdc42456_z_degraded.jpg,aggregated,1,person
5387089136_efcdc42456_z_degraded.jpg,yolov5n,1,person
5387089136_efcdc42456_z_degraded.jpg,yolov8n,1,person
11709285374_bbb0e09e4e_z_degraded.jpg,aggregated,1,dog
11709285374_bbb0e09e4e_z_degraded.jpg,yolov5n,0,dog
11709285374_bbb0e09e4e_z_degraded.jpg,yolov8n,1,dog
13314143603_95d63b5748_z_degraded.jpg,aggregated,1,car
13314143603_95d63b5748_z_degraded.jpg,yolov5n,0,car
13314143603_95d63b5748_z_degraded.jpg,yolov8n,1,car
296513213_9681371ed9_z_degraded.jpg,aggregated,0,bicycle
296513213_9681371ed9_z_degraded.jpg,yolov5n,0,bicycle
296513213_9681371ed9_z_degraded.jpg,yolov8n,0,bicycle
506974894_b74672813b_z_degraded.jpg,aggregated,1,dog
506974894_b74672813b_z_degraded.jpg,yolov5n,0,dog
506974894_b74672813b_z_degraded.jpg,yolov8n,1,dog
3968015804_ac83717a19_z_degraded.jpg,aggregated,1,dog
3968015804_ac83717a19_z_degraded.jpg,yolov5n,1,dog
3968015804_ac83717a19_z_degraded.jpg,yolov8n,1,dog
4743123794_5c502eaee7_z_degraded.jpg,aggregated,1,cat
4743123794_5c502eaee7_z_degraded.jpg,yolov5n,0,cat
4743123794_5c502eaee7_z_degraded.jpg,yolov8n,1,cat
5481347426_620620145e_z_degraded.jpg,aggregated,1,person
5481347426_620620145e_z_degraded.jpg,yolov5n,1,person
5481347426_620620145e_z_degraded.jpg,yolov8n,1,person
13073061203_f7d640a8b3_z_degraded.jpg,aggregated,1,dog
13073061203_f7d640a8b3_z_degraded.jpg,yolov5n,0,dog
13073061203_f7d640a8b3_z_degraded.jpg,yolov8n,1,dog
3499391979_76c0c01a3c_z_degraded.jpg,aggregated,1,car
3499391979_76c0c01a3c_z_degraded.jpg,yolov5n,1,car
3499391979_76c0c01a3c_z_degraded.jpg,yolov8n,1,car
5099996575_32762aeb7f_z_degraded.jpg,aggregated,0,car
5099996575_32762aeb7f_z_degraded.jpg,yolov5n,0,car
5099996575_32762aeb7f_z_degraded.jpg,yolov8n,0,car
6410065163_fef2877544_z_degraded.jpg,aggregated,0,car
6410065163_fef2877544_z_degraded.jpg,yolov5n,0,car
6410065163_fef2877544_z_degraded.jpg,yolov8n,0,car
5007439610_5bb351fc1f_z_degraded.jpg,aggregated,1,car
5007439610_5bb351fc1f_z_degraded.jpg,yolov5n,0,car
5007439610_5bb351fc1f_z_degraded.jpg,yolov8n,1,car
6881088206_947a7622d4_z_degraded.jpg,aggregated,1,person
6881088206_947a7622d4_z_degraded.jpg,yolov5n,1,person
6881088206_947a7622d4_z_degraded.jpg,yolov8n,1,person
9573099282_bbc0b12c70_z_degraded.jpg,aggregated,0,cat
9573099282_bbc0b12c70_z_degraded.jpg,yolov5n,0,cat
9573099282_bbc0b12c70_z_degraded.jpg,yolov8n,0,cat
14628257582_1ff5e98e4c_z_degraded.jpg,aggregated,0,bicycle
14628257582_1ff5e98e4c_z_degraded.jpg,yolov5n,0,bicycle
14628257582_1ff5e98e4c_z_degraded.jpg,yolov8n,0,bicycle
5387089136_efcdc42456_z_degraded.jpg,aggregated,1,person
5387089136_efcdc42456_z_degraded.jpg,yolov5n,1,person
5387089136_efcdc42456_z_degraded.jpg,yolov8n,1,person
5316877862_ccdebd50e5_z_degraded.jpg,aggregated,1,person
5316877862_ccdebd50e5_z_degraded.jpg,yolov5n,1,person
5316877862_ccdebd50e5_z_degraded.jpg,yolov8n,1,person
4743123794_5c502eaee7_z_degraded.jpg,aggregated,1,cat
4743123794_5c502eaee7_z_degraded.jpg,yolov5n,0,cat
4743123794_5c502eaee7_z_degraded.jpg,yolov8n,1,cat
8289650934_506c73242a_z_degraded.jpg,aggregated,1,bicycle
8289650934_506c73242a_z_degraded.jpg,yolov5n,0,bicycle
8289650934_506c73242a_z_degraded.jpg,yolov8n,1,bicycle
7664570690_6ab2f0ab5d_z_degraded.jpg,aggregated,0,cat
7664570690_6ab2f0ab5d_z_degraded.jpg,yolov5n,0,cat
7664570690_6ab2f0ab5d_z_degraded.jpg,yolov8n,0,cat
3676100181_dc21ca177f_z_degraded.jpg,aggregated,1,dog
3676100181_dc21ca177f_z_degraded.jpg,yolov5n,1,dog
3676100181_dc21ca177f_z_degraded.jpg,yolov8n,1,dog
5971377496_abc7d794c7_z_degraded.jpg,aggregated,1,bicycle
5971377496_abc7d794c7_z_degraded.jpg,yolov5n,1,bicycle
5971377496_abc7d794c7_z_degraded.jpg,yolov8n,1,bicycle
15782459318_437c57f515_z_degraded.jpg,aggregated,1,dog
15782459318_437c57f515_z_degraded.jpg,yolov5n,0,dog
15782459318_437c57f515_z_degraded.jpg,yolov8n,1,dog
5816846412_7b6fa97da0_z_degraded.jpg,aggregated,1,bicycle
5816846412_7b6fa97da0_z_degraded.jpg,yolov5n,1,bicycle
5816846412_7b6fa97da0_z_degraded.jpg,yolov8n,0,bicycle
15516450642_4fffe9be37_z_degraded.jpg,aggregated,0,cat
15516450642_4fffe9be37_z_degraded.jpg,yolov5n,0,cat
15516450642_4fffe9be37_z_degraded.jpg,yolov8n,0,cat
2522213440_edbcb5ba05_z_degraded.jpg,aggregated,1,person
2522213440_edbcb5ba05_z_degraded.jpg,yolov5n,1,person
2522213440_edbcb5ba05_z_degraded.jpg,yolov8n,1,person
9372235876_d7d69f1790_z_degraded.jpg,aggregated,1,cat
9372235876_d7d69f1790_z_degraded.jpg,yolov5n,1,cat
9372235876_d7d69f1790_z_degraded.jpg,yolov8n,1,cat
2861862980_8aab1934f0_z_degraded.jpg,aggregated,1,cat
2861862980_8aab1934f0_z_degraded.jpg,yolov5n,0,cat
2861862980_8aab1934f0_z_degraded.jpg,yolov8n,1,cat
7270802858_c6e2b115e4_z_degraded.jpg,aggregated,0,dog
7270802858_c6e2b115e4_z_degraded.jpg,yolov5n,0,dog
7270802858_c6e2b115e4_z_degraded.jpg,yolov8n,0,dog
6835338988_c013b40c94_z_degraded.jpg,aggregated,1,cat
6835338988_c013b40c94_z_degraded.jpg,yolov5n,0,cat
6835338988_c013b40c94_z_degraded.jpg,yolov8n,1,cat
8488918795_f8ba7dabb6_z_degraded.jpg,aggregated,1,person
8488918795_f8ba7dabb6_z_degraded.jpg,yolov5n,1,person
8488918795_f8ba7dabb6_z_degraded.jpg,yolov8n,1,person
5763085728_cd042a4cb0_z_degraded.jpg,aggregated,1,car
5763085728_cd042a4cb0_z_degraded.jpg,yolov5n,0,car
5763085728_cd042a4cb0_z_degraded.jpg,yolov8n,1,car
3462334590_2b8f39c540_z_degraded.jpg,aggregated,1,dog
3462334590_2b8f39c540_z_degraded.jpg,yolov5n,1,dog
3462334590_2b8f39c540_z_degraded.jpg,yolov8n,1,dog
7163490183_0dff14b5d6_z_degraded.jpg,aggregated,1,person
7163490183_0dff14b5d6_z_degraded.jpg,yolov5n,1,person
7163490183_0dff14b5d6_z_degraded.jpg,yolov8n,0,person
296513213_9681371ed9_z_degraded.jpg,aggregated,0,bicycle
296513213_9681371ed9_z_degraded.jpg,yolov5n,0,bicycle
296513213_9681371ed9_z_degraded.jpg,yolov8n,0,bicycle
7110476047_267467ee68_z_degraded.jpg,aggregated,1,car
7110476047_267467ee68_z_degraded.jpg,yolov5n,0,car
7110476047_267467ee68_z_degraded.jpg,yolov8n,1,car
10218081326_b6a2dd98f5_z_degraded.jpg,aggregated,1,car
10218081326_b6a2dd98f5_z_degraded.jpg,yolov5n,1,car
10218081326_b6a2dd98f5_z_degraded.jpg,yolov8n,1,car
3895919953_9ba2530425_z_degraded.jpg,aggregated,1,cat
3895919953_9ba2530425_z_degraded.jpg,yolov5n,0,cat
3895919953_9ba2530425_z_degraded.jpg,yolov8n,1,cat
5484042252_37ce385b5f_z_degraded.jpg,aggregated,1,car
5484042252_37ce385b5f_z_degraded.jpg,yolov5n,1,car
5484042252_37ce385b5f_z_degraded.jpg,yolov8n,1,car
16106543870_2f167db1e1_z_degraded.jpg,aggregated,0,car
16106543870_2f167db1e1_z_degraded.jpg,yolov5n,0,car
16106543870_2f167db1e1_z_degraded.jpg,yolov8n,0,car
2918687630_5108e3e2ab_z_degraded.jpg,aggregated,0,car
2918687630_5108e3e2ab_z_degraded.jpg,yolov5n,0,car
2918687630_5108e3e2ab_z_degraded.jpg,yolov8n,0,car
3604271495_1cacccec06_z_degraded.jpg,aggregated,0,bicycle
3604271495_1cacccec06_z_degraded.jpg,yolov5n,0,bicycle
3604271495_1cacccec06_z_degraded.jpg,yolov8n,0,bicycle
13073061203_f7d640a8b3_z_degraded.jpg,aggregated,1,dog
13073061203_f7d640a8b3_z_degraded.jpg,yolov5n,0,dog
13073061203_f7d640a8b3_z_degraded.jpg,yolov8n,1,dog
2277306387_af18b2096e_z_degraded.jpg,aggregated,0,dog
2277306387_af18b2096e_z_degraded.jpg,yolov5n,0,dog
2277306387_af18b2096e_z_degraded.jpg,yolov8n,0,dog
5516505342_43268015f4_z_degraded.jpg,aggregated,1,car
5516505342_43268015f4_z_degraded.jpg,yolov5n,1,car
5516505342_43268015f4_z_degraded.jpg,yolov8n,1,car
16658372825_affc436763_z_degraded.jpg,aggregated,1,person
16658372825_affc436763_z_degraded.jpg,yolov5n,1,person
16658372825_affc436763_z_degraded.jpg,yolov8n,1,person
342659307_d5d9d36af5_z_degraded.jpg,aggregated,1,car
342659307_d5d9d36af5_z_degraded.jpg,yolov5n,0,car
342659307_d5d9d36af5_z_degraded.jpg,yolov8n,1,car
8213118547_f274c67e93_z_degraded.jpg,aggregated,1,cat
8213118547_f274c67e93_z_degraded.jpg,yolov5n,1,cat
8213118547_f274c67e93_z_degraded.jpg,yolov8n,1,cat
82706249_bf54b24c4e_z_degraded.jpg,aggregated,1,car
82706249_bf54b24c4e_z_degraded.jpg,yolov5n,1,car
82706249_bf54b24c4e_z_degraded.jpg,yolov8n,1,car
2883059364_a6ccfaf69a_z_degraded.jpg,aggregated,1,bicycle
2883059364_a6ccfaf69a_z_degraded.jpg,yolov5n,1,bicycle
2883059364_a6ccfaf69a_z_degraded.jpg,yolov8n,1,bicycle
342659307_d5d9d36af5_z_degraded.jpg,aggregated,1,car
342659307_d5d9d36af5_z_degraded.jpg,yolov5n,0,car
342659307_d5d9d36af5_z_degraded.jpg,yolov8n,1,car
11983632613_4efcf5f3d3_z_degraded.jpg,aggregated,1,person
11983632613_4efcf5f3d3_z_degraded.jpg,yolov5n,1,person
11983632613_4efcf5f3d3_z_degraded.jpg,yolov8n,1,person
6816985831_893d039421_z_degraded.jpg,aggregated,1,bicycle
6816985831_893d039421_z_degraded.jpg,yolov5n,0,bicycle
6816985831_893d039421_z_degraded.jpg,yolov8n,1,bicycle
5877730305_f5e3d13667_z_degraded.jpg,aggregated,1,bicycle
5877730305_f5e3d13667_z_degraded.jpg,yolov5n,1,bicycle
5877730305_f5e3d13667_z_degraded.jpg,yolov8n,1,bicycle
319365750_c6ecd7afbc_z_degraded.jpg,aggregated,1,dog
319365750_c6ecd7afbc_z_degraded.jpg,yolov5n,0,dog
319365750_c6ecd7afbc_z_degraded.jpg,yolov8n,1,dog
4597825116_8ec71a76cf_z_degraded.jpg,aggregated,1,car
4597825116_8ec71a76cf_z_degraded.jpg,yolov5n,1,car
4597825116_8ec71a76cf_z_degraded.jpg,yolov8n,1,car
2698863450_3a10857081_z_degraded.jpg,aggregated,1,dog
2698863450_3a10857081_z_degraded.jpg,yolov5n,1,dog
2698863450_3a10857081_z_degraded.jpg,yolov8n,1,dog
7675033952_b3caa0dd37_z_degraded.jpg,aggregated,1,bicycle
7675033952_b3caa0dd37_z_degraded.jpg,yolov5n,1,bicycle
7675033952_b3caa0dd37_z_degraded.jpg,yolov8n,1,bicycle
300422857_eb3a885357_z_degraded.jpg,aggregated,0,person
300422857_eb3a885357_z_degraded.jpg,yolov5n,0,person
300422857_eb3a885357_z_degraded.jpg,yolov8n,0,person
15392489891_905432249f_z_degraded.jpg,aggregated,1,person
15392489891_905432249f_z_degraded.jpg,yolov5n,1,person
15392489891_905432249f_z_degraded.jpg,yolov8n,1,person
5763085728_cd042a4cb0_z_degraded.jpg,aggregated,1,car
5763085728_cd042a4cb0_z_degraded.jpg,yolov5n,0,car
5763085728_cd042a4cb0_z_degraded.jpg,yolov8n,1,car
6881088206_947a7622d4_z_degraded.jpg,aggregated,1,person
6881088206_947a7622d4_z_degraded.jpg,yolov5n,1,person
6881088206_947a7622d4_z_degraded.jpg,yolov8n,1,person
34095624_ce7c705614_z_degraded.jpg,aggregated,0,dog
34095624_ce7c705614_z_degraded.jpg,yolov5n,0,dog
34095624_ce7c705614_z_degraded.jpg,yolov8n,0,dog
2468082692_49ec682990_z_degraded.jpg,aggregated,0,car
2468082692_49ec682990_z_degraded.jpg,yolov5n,0,car
2468082692_49ec682990_z_degraded.jpg,yolov8n,0,car
4386974407_c2915fa9b1_z_degraded.jpg,aggregated,1,person
4386974407_c2915fa9b1_z_degraded.jpg,yolov5n,1,person
4386974407_c2915fa9b1_z_degraded.jpg,yolov8n,1,person
8744937858_81c17befae_z_degraded.jpg,aggregated,1,person
8744937858_81c17befae_z_degraded.jpg,yolov5n,1,person
8744937858_81c17befae_z_degraded.jpg,yolov8n,1,person
80536950_5993089209_z_degraded.jpg,aggregated,0,cat
80536950_5993089209_z_degraded.jpg,yolov5n,0,cat
80536950_5993089209_z_degraded.jpg,yolov8n,0,cat
1511658057_17b7bac11a_z_degraded.jpg,aggregated,1,bicycle
1511658057_17b7bac11a_z_degraded.jpg,yolov5n,1,bicycle
1511658057_17b7bac11a_z_degraded.jpg,yolov8n,1,bicycle
19577109682_a0282d8678_z_degraded.jpg,aggregated,0,car
19577109682_a0282d8678_z_degraded.jpg,yolov5n,0,car
19577109682_a0282d8678_z_degraded.jpg,yolov8n,0,car
9132297449_f27a6b1a45_z_degraded.jpg,aggregated,1,dog
9132297449_f27a6b1a45_z_degraded.jpg,yolov5n,0,dog
9132297449_f27a6b1a45_z_degraded.jpg,yolov8n,1,dog
11983632613_4efcf5f3d3_z_degraded.jpg,aggregated,1,person
11983632613_4efcf5f3d3_z_degraded.jpg,yolov5n,1,person
11983632613_4efcf5f3d3_z_degraded.jpg,yolov8n,1,person
6141562070_11880edf2e_z_degraded.jpg,aggregated,0,bicycle
6141562070_11880edf2e_z_degraded.jpg,yolov5n,0,bicycle
6141562070_11880edf2e_z_degraded.jpg,yolov8n,0,bicycle
340359612_df41037e73_z_degraded.jpg,aggregated,0,car
340359612_df41037e73_z_degraded.jpg,yolov5n,0,car
340359612_df41037e73_z_degraded.jpg,yolov8n,0,car
15237426722_a51d199f2f_z_degraded.jpg,aggregated,1,cat
15237426722_a51d199f2f_z_degraded.jpg,yolov5n,1,cat
15237426722_a51d199f2f_z_degraded.jpg,yolov8n,1,cat
15091650494_d8a5f37637_z_degraded.jpg,aggregated,1,person
15091650494_d8a5f37637_z_degraded.jpg,yolov5n,1,person
15091650494_d8a5f37637_z_degraded.jpg,yolov8n,1,person
19030996840_1fbbb14eeb_z_degraded.jpg,aggregated,0,dog
19030996840_1fbbb14eeb_z_degraded.jpg,yolov5n,0,dog
19030996840_1fbbb14eeb_z_degraded.jpg,yolov8n,0,dog
3353007655_56889b94a7_z_degraded.jpg,aggregated,1,bicycle
3353007655_56889b94a7_z_degraded.jpg,yolov5n,1,bicycle
3353007655_56889b94a7_z_degraded.jpg,yolov8n,1,bicycle
4467873253_2ce7540d62_z_degraded.jpg,aggregated,1,dog
