Image ID,Model,Object detected,Confidence
b'2177634493_51ca0597e2_z.jpg',aggregated,elephant,0.7220051288604736
b'2177634493_51ca0597e2_z.jpg',aggregated,elephant,0.3444122076034546
b'2177634493_51ca0597e2_z.jpg',yolov5n,elephant,0.7220051288604736
b'2177634493_51ca0597e2_z.jpg',yolov8n,elephant,0.3444122076034546
b'2167290248_1ac3cbd890_z.jpg',aggregated,bear,0.7357429265975952
b'2167290248_1ac3cbd890_z.jpg',yolov8n,bear,0.7357429265975952
b'5340010485_edeaa88c83_z.jpg',aggregated,car,0.7069951295852661
b'5340010485_edeaa88c83_z.jpg',aggregated,car,0.8984944820404053
b'5340010485_edeaa88c83_z.jpg',aggregated,car,0.879389762878418
b'5340010485_edeaa88c83_z.jpg',aggregated,car,0.5082716345787048
b'5340010485_edeaa88c83_z.jpg',yolov5n,car,0.7069951295852661
b'5340010485_edeaa88c83_z.jpg',yolov5n,car,0.6110446453094482
b'5340010485_edeaa88c83_z.jpg',yolov8n,car,0.8984944820404053
b'5340010485_edeaa88c83_z.jpg',yolov8n,car,0.879389762878418
b'5340010485_edeaa88c83_z.jpg',yolov8n,car,0.5082716345787048
b'1134141407_0254c76c4d_z.jpg',aggregated,person,0.3296089470386505
b'1134141407_0254c76c4d_z.jpg',aggregated,dog,0.553791344165802
b'1134141407_0254c76c4d_z.jpg',yolov5n,person,0.3296089470386505
b'1134141407_0254c76c4d_z.jpg',yolov8n,dog,0.553791344165802
b'14811525368_d8b774e40a_z.jpg',aggregated,person,0.5323735475540161
b'14811525368_d8b774e40a_z.jpg',aggregated,person,0.7954917550086975
b'14811525368_d8b774e40a_z.jpg',aggregated,person,0.6091289520263672
b'14811525368_d8b774e40a_z.jpg',yolov5n,person,0.5323735475540161
b'14811525368_d8b774e40a_z.jpg',yolov5n,person,0.5116961002349854
b'14811525368_d8b774e40a_z.jpg',yolov8n,person,0.7954917550086975
b'14811525368_d8b774e40a_z.jpg',yolov8n,person,0.6091289520263672
b'5210291488_fe9939bdf1_z.jpg',aggregated,person,0.5472776293754578
b'5210291488_fe9939bdf1_z.jpg',aggregated,person,0.5180687308311462
b'5210291488_fe9939bdf1_z.jpg',aggregated,person,0.5118293762207031
b'5210291488_fe9939bdf1_z.jpg',aggregated,person,0.8082156181335449
b'5210291488_fe9939bdf1_z.jpg',aggregated,person,0.8096910119056702
b'5210291488_fe9939bdf1_z.jpg',aggregated,person,0.8302615284919739
b'5210291488_fe9939bdf1_z.jpg',aggregated,person,0.2984887659549713
b'5210291488_fe9939bdf1_z.jpg',aggregated,person,0.27774322032928467
b'5210291488_fe9939bdf1_z.jpg',aggregated,person,0.8243094086647034
b'5210291488_fe9939bdf1_z.jpg',aggregated,person,0.7691908478736877
b'5210291488_fe9939bdf1_z.jpg',aggregated,person,0.7567468881607056
b'5210291488_fe9939bdf1_z.jpg',aggregated,person,0.7418224215507507
b'5210291488_fe9939bdf1_z.jpg',aggregated,person,0.7276589870452881
b'5210291488_fe9939bdf1_z.jpg',aggregated,person,0.5953754782676697
b'5210291488_fe9939bdf1_z.jpg',aggregated,person,0.5587087273597717
b'5210291488_fe9939bdf1_z.jpg',aggregated,person,0.30610188841819763
b'5210291488_fe9939bdf1_z.jpg',yolov5n,person,0.5472776293754578
b'5210291488_fe9939bdf1_z.jpg',yolov5n,person,0.5180687308311462
b'5210291488_fe9939bdf1_z.jpg',yolov5n,person,0.5118293762207031
b'5210291488_fe9939bdf1_z.jpg',yolov5n,person,0.5010449290275574
b'5210291488_fe9939bdf1_z.jpg',yolov5n,person,0.4828980565071106
b'5210291488_fe9939bdf1_z.jpg',yolov5n,person,0.3989580273628235
b'5210291488_fe9939bdf1_z.jpg',yolov5n,person,0.2984887659549713
b'5210291488_fe9939bdf1_z.jpg',yolov5n,person,0.27774322032928467
b'5210291488_fe9939bdf1_z.jpg',yolov8n,person,0.8302615284919739
b'5210291488_fe9939bdf1_z.jpg',yolov8n,person,0.8243094086647034
b'5210291488_fe9939bdf1_z.jpg',yolov8n,person,0.8096910119056702
b'5210291488_fe9939bdf1_z.jpg',yolov8n,person,0.8082156181335449
b'5210291488_fe9939bdf1_z.jpg',yolov8n,person,0.7691908478736877
b'5210291488_fe9939bdf1_z.jpg',yolov8n,person,0.7567468881607056
b'5210291488_fe9939bdf1_z.jpg',yolov8n,person,0.7418224215507507
b'5210291488_fe9939bdf1_z.jpg',yolov8n,person,0.7276589870452881
b'5210291488_fe9939bdf1_z.jpg',yolov8n,person,0.5953754782676697
b'5210291488_fe9939bdf1_z.jpg',yolov8n,person,0.5587087273597717
b'5210291488_fe9939bdf1_z.jpg',yolov8n,person,0.30610188841819763
b'340359612_df41037e73_z.jpg',aggregated,truck,0.6372182965278625
b'340359612_df41037e73_z.jpg',aggregated,person,0.7158623933792114
b'340359612_df41037e73_z.jpg',aggregated,car,0.5684115886688232
b'340359612_df41037e73_z.jpg',yolov5n,truck,0.6372182965278625
b'340359612_df41037e73_z.jpg',yolov8n,person,0.7158623933792114
b'340359612_df41037e73_z.jpg',yolov8n,car,0.5684115886688232
b'34095624_ce7c705614_z.jpg',aggregated,dog,0.3949970006942749
b'34095624_ce7c705614_z.jpg',yolov8n,dog,0.3949970006942749
b'4065552857_98aa8a39d4_z.jpg',aggregated,person,0.6772576570510864
b'4065552857_98aa8a39d4_z.jpg',aggregated,person,0.612472653388977
b'4065552857_98aa8a39d4_z.jpg',aggregated,bicycle,0.7203853726387024
b'4065552857_98aa8a39d4_z.jpg',aggregated,person,0.8235974907875061
b'4065552857_98aa8a39d4_z.jpg',aggregated,person,0.8171577453613281
b'4065552857_98aa8a39d4_z.jpg',aggregated,person,0.5793651938438416
b'4065552857_98aa8a39d4_z.jpg',aggregated,bicycle,0.5696219205856323
b'4065552857_98aa8a39d4_z.jpg',aggregated,person,0.4988977909088135
b'4065552857_98aa8a39d4_z.jpg',aggregated,bicycle,0.3399181067943573
b'4065552857_98aa8a39d4_z.jpg',yolov5n,person,0.6772576570510864
b'4065552857_98aa8a39d4_z.jpg',yolov5n,person,0.612472653388977
b'4065552857_98aa8a39d4_z.jpg',yolov5n,bicycle,0.35840296745300293
b'4065552857_98aa8a39d4_z.jpg',yolov8n,person,0.8235974907875061
b'4065552857_98aa8a39d4_z.jpg',yolov8n,person,0.8171577453613281
b'4065552857_98aa8a39d4_z.jpg',yolov8n,bicycle,0.7203853726387024
b'4065552857_98aa8a39d4_z.jpg',yolov8n,person,0.5793651938438416
b'4065552857_98aa8a39d4_z.jpg',yolov8n,bicycle,0.5696219205856323
b'4065552857_98aa8a39d4_z.jpg',yolov8n,person,0.4988977909088135
b'4065552857_98aa8a39d4_z.jpg',yolov8n,bicycle,0.3399181067943573
b'8651904899_c2632fe751_z.jpg',aggregated,person,0.3880211412906647
b'8651904899_c2632fe751_z.jpg',aggregated,skateboard,0.28552961349487305
b'8651904899_c2632fe751_z.jpg',aggregated,person,0.69898921251297
b'8651904899_c2632fe751_z.jpg',aggregated,person,0.5625665783882141
b'8651904899_c2632fe751_z.jpg',yolov5n,person,0.3880211412906647
b'8651904899_c2632fe751_z.jpg',yolov5n,skateboard,0.28552961349487305
b'8651904899_c2632fe751_z.jpg',yolov8n,person,0.69898921251297
b'8651904899_c2632fe751_z.jpg',yolov8n,person,0.5625665783882141
b'13472183804_b6c8633f6e_z.jpg',aggregated,person,0.6565468907356262
b'13472183804_b6c8633f6e_z.jpg',aggregated,car,0.4836590886116028
b'13472183804_b6c8633f6e_z.jpg',aggregated,car,0.27701565623283386
b'13472183804_b6c8633f6e_z.jpg',aggregated,person,0.6495354771614075
b'13472183804_b6c8633f6e_z.jpg',aggregated,car,0.5784105062484741
b'13472183804_b6c8633f6e_z.jpg',aggregated,car,0.47201675176620483
b'13472183804_b6c8633f6e_z.jpg',aggregated,dog,0.45747658610343933
b'13472183804_b6c8633f6e_z.jpg',aggregated,baseball bat,0.4541773200035095
b'13472183804_b6c8633f6e_z.jpg',aggregated,car,0.44333726167678833
b'13472183804_b6c8633f6e_z.jpg',aggregated,car,0.4387661814689636
b'13472183804_b6c8633f6e_z.jpg',yolov5n,person,0.6565468907356262
b'13472183804_b6c8633f6e_z.jpg',yolov5n,car,0.4836590886116028
b'13472183804_b6c8633f6e_z.jpg',yolov5n,car,0.27701565623283386
b'13472183804_b6c8633f6e_z.jpg',yolov8n,person,0.6495354771614075
b'13472183804_b6c8633f6e_z.jpg',yolov8n,car,0.5784105062484741
b'13472183804_b6c8633f6e_z.jpg',yolov8n,car,0.47201675176620483
b'13472183804_b6c8633f6e_z.jpg',yolov8n,dog,0.45747658610343933
b'13472183804_b6c8633f6e_z.jpg',yolov8n,baseball bat,0.4541773200035095
b'13472183804_b6c8633f6e_z.jpg',yolov8n,car,0.44333726167678833
b'13472183804_b6c8633f6e_z.jpg',yolov8n,car,0.4387661814689636
b'13472183804_b6c8633f6e_z.jpg',yolov8n,person,0.3057587146759033
b'8132134109_24eaa95e21_z.jpg',aggregated,person,0.6409334540367126
b'8132134109_24eaa95e21_z.jpg',aggregated,person,0.3584830164909363
b'8132134109_24eaa95e21_z.jpg',aggregated,bear,0.2615054249763489
b'8132134109_24eaa95e21_z.jpg',aggregated,bear,0.8317563533782959
b'8132134109_24eaa95e21_z.jpg',aggregated,person,0.5312997102737427
b'8132134109_24eaa95e21_z.jpg',yolov5n,person,0.6409334540367126
b'8132134109_24eaa95e21_z.jpg',yolov5n,person,0.3584830164909363
b'8132134109_24eaa95e21_z.jpg',yolov5n,bear,0.2615054249763489
b'8132134109_24eaa95e21_z.jpg',yolov8n,bear,0.8317563533782959
b'8132134109_24eaa95e21_z.jpg',yolov8n,person,0.5312997102737427
b'8960442702_6c931904f0_z.jpg',aggregated,person,0.829525351524353
b'8960442702_6c931904f0_z.jpg',aggregated,person,0.5740693211555481
b'8960442702_6c931904f0_z.jpg',aggregated,person,0.9163160920143127
b'8960442702_6c931904f0_z.jpg',aggregated,person,0.8946165442466736
b'8960442702_6c931904f0_z.jpg',yolov5n,person,0.829525351524353
b'8960442702_6c931904f0_z.jpg',yolov5n,person,0.5740693211555481
b'8960442702_6c931904f0_z.jpg',yolov8n,person,0.9163160920143127
b'8960442702_6c931904f0_z.jpg',yolov8n,person,0.8946165442466736
b'4479906928_4ab0604d1c_z.jpg',aggregated,person,0.6347670555114746
b'4479906928_4ab0604d1c_z.jpg',aggregated,person,0.6436735391616821
b'4479906928_4ab0604d1c_z.jpg',aggregated,toilet,0.4401414394378662
b'4479906928_4ab0604d1c_z.jpg',yolov5n,person,0.6347670555114746
b'4479906928_4ab0604d1c_z.jpg',yolov8n,person,0.6436735391616821
b'4479906928_4ab0604d1c_z.jpg',yolov8n,toilet,0.4401414394378662
b'15837810787_14c16de452_z.jpg',aggregated,cat,0.8572888970375061
b'15837810787_14c16de452_z.jpg',yolov8n,cat,0.8572888970375061
b'9031823026_3e55960d76_z.jpg',aggregated,bear,0.5369928479194641
b'9031823026_3e55960d76_z.jpg',aggregated,bear,0.7701191902160645
b'9031823026_3e55960d76_z.jpg',yolov5n,bear,0.5369928479194641
b'9031823026_3e55960d76_z.jpg',yolov8n,bear,0.7701191902160645
b'489195247_b908298ee6_z.jpg',aggregated,dog,0.7772589325904846
b'489195247_b908298ee6_z.jpg',aggregated,car,0.6615464687347412
b'489195247_b908298ee6_z.jpg',aggregated,person,0.46973875164985657
b'489195247_b908298ee6_z.jpg',aggregated,car,0.30311119556427
b'489195247_b908298ee6_z.jpg',yolov8n,dog,0.7772589325904846
b'489195247_b908298ee6_z.jpg',yolov8n,car,0.6615464687347412
b'489195247_b908298ee6_z.jpg',yolov8n,person,0.46973875164985657
b'489195247_b908298ee6_z.jpg',yolov8n,car,0.30311119556427
b'6098643678_fc8044b5ac_z.jpg',aggregated,person,0.9301106929779053
b'6098643678_fc8044b5ac_z.jpg',aggregated,person,0.836843729019165
b'6098643678_fc8044b5ac_z.jpg',aggregated,person,0.4912320077419281
b'6098643678_fc8044b5ac_z.jpg',yolov5n,person,0.8179165720939636
b'6098643678_fc8044b5ac_z.jpg',yolov5n,person,0.6357121467590332
b'6098643678_fc8044b5ac_z.jpg',yolov8n,person,0.9301106929779053
b'6098643678_fc8044b5ac_z.jpg',yolov8n,person,0.836843729019165
b'6098643678_fc8044b5ac_z.jpg',yolov8n,person,0.4912320077419281
b'235979174_fcd7ef1374_z.jpg',aggregated,elephant,0.7382289171218872
b'235979174_fcd7ef1374_z.jpg',aggregated,elephant,0.3770943284034729
b'235979174_fcd7ef1374_z.jpg',aggregated,bird,0.34472256898880005
b'235979174_fcd7ef1374_z.jpg',yolov5n,elephant,0.7382289171218872
b'235979174_fcd7ef1374_z.jpg',yolov8n,elephant,0.3770943284034729
b'235979174_fcd7ef1374_z.jpg',yolov8n,bird,0.34472256898880005
b'84410494_ab268290cf_z.jpg',aggregated,dog,0.2688053250312805
b'84410494_ab268290cf_z.jpg',yolov8n,dog,0.2688053250312805
b'8526465743_29a9320d16_z.jpg',aggregated,cat,0.4447510540485382
b'8526465743_29a9320d16_z.jpg',yolov8n,cat,0.4447510540485382
b'5816846412_7b6fa97da0_z.jpg',aggregated,bicycle,0.5253442525863647
b'5816846412_7b6fa97da0_z.jpg',aggregated,bench,0.2836843729019165
b'5816846412_7b6fa97da0_z.jpg',aggregated,bicycle,0.5349513292312622
b'5816846412_7b6fa97da0_z.jpg',aggregated,bicycle,0.5215259194374084
b'5816846412_7b6fa97da0_z.jpg',aggregated,bicycle,0.4455121159553528
b'5816846412_7b6fa97da0_z.jpg',yolov5n,bicycle,0.5253442525863647
b'5816846412_7b6fa97da0_z.jpg',yolov5n,bench,0.2836843729019165
b'5816846412_7b6fa97da0_z.jpg',yolov8n,bicycle,0.5349513292312622
b'5816846412_7b6fa97da0_z.jpg',yolov8n,bicycle,0.5215259194374084
b'5816846412_7b6fa97da0_z.jpg',yolov8n,bicycle,0.4455121159553528
b'5599702283_8562638984_z.jpg',aggregated,person,0.6903737187385559
b'5599702283_8562638984_z.jpg',aggregated,bicycle,0.8757497668266296
b'5599702283_8562638984_z.jpg',aggregated,person,0.5749747157096863
b'5599702283_8562638984_z.jpg',aggregated,person,0.5548884868621826
b'5599702283_8562638984_z.jpg',aggregated,person,0.2784672677516937
b'5599702283_8562638984_z.jpg',aggregated,person,0.261178582906723
b'5599702283_8562638984_z.jpg',yolov5n,person,0.6903737187385559
b'5599702283_8562638984_z.jpg',yolov8n,bicycle,0.8757497668266296
b'5599702283_8562638984_z.jpg',yolov8n,person,0.5749747157096863
b'5599702283_8562638984_z.jpg',yolov8n,person,0.5548884868621826
b'5599702283_8562638984_z.jpg',yolov8n,person,0.2784672677516937
b'5599702283_8562638984_z.jpg',yolov8n,person,0.261178582906723
b'5340010485_edeaa88c83_z.jpg',aggregated,car,0.7069951295852661
b'5340010485_edeaa88c83_z.jpg',aggregated,car,0.8984944820404053
b'5340010485_edeaa88c83_z.jpg',aggregated,car,0.879389762878418
b'5340010485_edeaa88c83_z.jpg',aggregated,car,0.5082716345787048
b'5340010485_edeaa88c83_z.jpg',yolov5n,car,0.7069951295852661
b'5340010485_edeaa88c83_z.jpg',yolov5n,car,0.6110446453094482
b'5340010485_edeaa88c83_z.jpg',yolov8n,car,0.8984944820404053
b'5340010485_edeaa88c83_z.jpg',yolov8n,car,0.879389762878418
b'5340010485_edeaa88c83_z.jpg',yolov8n,car,0.5082716345787048
b'750912399_32f415ecb1_z.jpg',aggregated,car,0.7146650552749634
b'750912399_32f415ecb1_z.jpg',aggregated,truck,0.26122811436653137
